===== PARAMETERS =====
Total rows : 1813
Reference system: Sol
Area of search : 250 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Cold Stars Count,Coldest star temp,Cold Stars Luminosities,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
HIP 1885,131.06,2,1,HIP 1885 A 1,113,Gas giant with ammonia-based life,1261.5863,false,true,3,0.0556,1.497015,1.494699302806115,HIP 1885 B,M (Red dwarf) Star,9,388809.625,0.387,VI,9670,2167,0.387,1,2167,-VI-,false,HIP 1885 A 1 h,1265.9564,Icy body,76,1017.9578
Col 285 Sector PZ-F c11-16,212.18,2,1,Col 285 Sector PZ-F c11-16 BC 2,113,Gas giant with ammonia-based life,17380.8301,true,false,0,0.0002,846.611883,846.6118660677622,Col 285 Sector PZ-F c11-16 B,M (Red dwarf) Star,5,17957.0703,0.4593,Va,954,2894,0.4593,0,,-,false,Col 285 Sector PZ-F c11-16 BC 2 g,17376.3066,Icy body,88,1127.2715
Col 285 Sector RY-H c10-23,161.68,2,1,Col 285 Sector RY-H c10-23 AB 1,112,Class I gas giant,3116.7288,true,false,1,0.0001,3787.9968555,3787.9968365600153,Col 285 Sector RY-H c10-23 B,M (Red dwarf) Star,5,2009.9998,0.5782,Va,1522,2998,0.5782,0,,-,false,Col 285 Sector RY-H c10-23 AB 1 h,3142.6948,Icy body,103,930.9986
HIP 1771,149.86,1,1,HIP 1771 5,112,Gas giant with ammonia-based life,877.1501,false,true,1,0.0003,876.9513870000001,876.9513475371866,HIP 1771,M (Red dwarf) Star,0,0,0.716,V,7570,4092,0.716,0,,-,false,HIP 1771 5 h,867.6044,Icy body,80,1570.4935
Hyades Sector QS-T b3-1,230.41,1,1,Hyades Sector QS-T b3-1 2,112,Class I gas giant,1010.1567,false,true,1,0.0016,1009.0380105,1009.03671893052,Hyades Sector QS-T b3-1,M (Red dwarf) Star,7,0,0.3786,Va,1218,2524,0.3786,0,,-,false,Hyades Sector QS-T b3-1 2 f,1003.5093,Icy body,47,1890.4905
Flechti,110.15,2,1,Flechti A 4,112,Class I gas giant,1458.5193,false,true,2,0,1458.5417145,1458.5417145,Flechti A,M (Red dwarf) Star,2,0,0.5218,Va,3632,3525,0.5218,0,,-,false,Flechti A 4 f,1471.4008,Icy body,132,2306.115
Velnians,130.71,1,1,Velnians 2,112,Class I gas giant,794.0331,false,false,0,0.0011,794.41596,794.4154793781988,Velnians,M (Red dwarf) Star,5,0,0.5236,Va,9400,3093,0.5236,0,,-,false,Velnians 2 g,779.5921,Icy body,117,1257.8827
CPO 24,78.21,1,1,CPO 24 4,112,Class I gas giant,2669.6211,false,true,2,0.1116,0.698607,0.6942429479400374,CPO 24,M (Red dwarf) Star,3,0,0.5471,V,5342,3279,0.5471,0,,-,false,CPO 24 4 g,2664.7051,Icy body,35,1347.5375
Di Kun,156.24,1,1,Di Kun 2,112,Class I gas giant,1092.2064,false,true,1,0.0004,1092.5714475,1092.5713600942806,Di Kun,M (Red dwarf) Star,5,0,0.5462,Va,2820,2809,0.5462,0,,-,false,Di Kun 2 h,1100.3236,Icy body,57,1292.7417
Oret,177.08,1,1,Oret 2,112,Class I gas giant,2468.1667,false,true,1,0.0013,2468.4280335,2468.4259476774305,Oret,M (Red dwarf) Star,5,0,0.5159,Va,6028,2953,0.5159,0,,-,false,Oret 2 g a,2466.9338,Icy body,43,549.1099
Arietis Sector EQ-Y b3,243.27,1,1,Arietis Sector EQ-Y b3 8,112,Class I gas giant,791.471,false,true,1,0.0004,791.222328,791.2222647022112,Arietis Sector EQ-Y b3,M (Red dwarf) Star,9,0,0.3295,Va,494,2278,0.3295,1,2278,-Va-,false,Arietis Sector EQ-Y b3 8 h,780.1571,Icy body,44,1084.1982
16 Kappa Crateris,228.55,2,1,16 Kappa Crateris B 8,112,Gas giant with ammonia-based life,62191.3359,false,true,2,0.0003,2855.206809,2855.2066805156906,16 Kappa Crateris B,M (Red dwarf) Star,3,64477.1797,0.5649,Va,1320,3363,0.5649,0,,-,false,16 Kappa Crateris B 8 h,62204.1367,Icy body,82,980.1292
Col 285 Sector PD-S c4-11,241.53,1,1,Col 285 Sector PD-S c4-11 10,111,Class I gas giant,2506.9233,false,true,1,0.0062,2507.100921,2507.0527340572175,Col 285 Sector PD-S c4-11,T Tauri Star,0,0,0.9236,Vab,202,5397,0.9236,0,,-,true,Col 285 Sector PD-S c4-11 10 h,2509.7185,Icy body,89,1280.5321
Arietis Sector OC-V b2-1,195.47,2,2,Arietis Sector OC-V b2-1 A 4,111,Gas giant with ammonia-based life,921.3525,false,true,2,0,921.3129315,921.3129315,Arietis Sector OC-V b2-1 A,M (Red dwarf) Star,1,0,0.5545,Va,1034,3639,0.5545,0,,-,false,Arietis Sector OC-V b2-1 A 4 h,935.8152,Icy body,82,1049.059
HIP 73094,172.83,3,1,HIP 73094 ABC 2,111,Class I gas giant,3787.5742,true,false,1,0.0122,3487.9950495,3487.735463248852,HIP 73094 B,M (Red dwarf) Star,6,5.3913,0.5191,Va,7300,2739,0.5191,0,,-,false,HIP 73094 ABC 2 h,3905.7922,Icy body,128,2225.2317
Mokoi,173.66,5,4,Mokoi AB 1,111,Class I gas giant,3184.6948,true,false,2,0.0001,2868.6300435000003,2868.63002915685,Mokoi B,M (Red dwarf) Star,9,1596.5549,0.3596,VI,352,2114,0.511,3,2045,-VI-VI-Va-,false,Mokoi AB 1 h,3160.3457,Icy body,76,1815.9633
LP 336-4,40.26,1,1,LP 336-4 5,111,Class I gas giant,3830.6775,false,true,1,0.0032,3822.5280015000003,3822.50843010653,LP 336-4,M (Red dwarf) Star,3,0,0.5638,V,4072,3299,0.5638,0,,-,false,LP 336-4 5 f,3817.9275,Icy body,39,1415.3112
Malanquiya,154.00,1,1,Malanquiya 2,111,Class I gas giant,2682.8774,false,true,2,0.0918,0.44910449999999996,0.44720814057478153,Malanquiya,M (Red dwarf) Star,2,0,0.567,Va,2582,3478,0.567,0,,-,false,Malanquiya 2 g,2691.8801,Icy body,47,1765.33
Posh,193.57,3,1,Posh A 13,111,Class I gas giant,1667.08,false,false,0,0.1092,0.44910449999999996,0.44641876463836927,Posh B,M (Red dwarf) Star,1,104674.6094,0.7611,Va,282,3667,0.7611,0,,-,false,Posh A 13 g,1667.5022,Icy body,84,1276.1376
Gliese 900.1,122.37,3,2,Gliese 900.1 A 13,111,Class I gas giant,2585.8557,false,true,2,0.0053,2572.270974,2572.2348462004607,Gliese 900.1 C,M (Red dwarf) Star,9,41773.5039,0.4313,Va,1176,2352,0.5651,1,2352,-Va-,false,Gliese 900.1 A 13 h,2576.1621,Icy body,89,1129.3792
Col 285 Sector OS-P b20-3,232.47,1,1,Col 285 Sector OS-P b20-3 A 1,111,Gas giant with ammonia-based life,1168.6051,false,true,2,0.0008,1169.168715,1169.1683408659512,Col 285 Sector OS-P b20-3 A,M (Red dwarf) Star,1,0,0.5282,Va,2092,3653,0.5282,0,,-,false,Col 285 Sector OS-P b20-3 A 1 g,1160.3365,Icy body,125,1589.8386
Hyades Sector QO-I b9-1,189.36,3,2,Hyades Sector QO-I b9-1 BC 1,110,Class I gas giant,12838.9922,true,false,2,0.0001,879.546213,879.5462086022688,Hyades Sector QO-I b9-1 B,M (Red dwarf) Star,7,12013.7246,0.4216,Vz,212,2571,0.4958,0,,-,false,Hyades Sector QO-I b9-1 BC 1 f a,12830.1299,Icy body,153,522.1091
Col 285 Sector HS-R b18-2,190.59,3,1,Col 285 Sector HS-R b18-2 ABC 1,110,Class I gas giant,779.4061,true,false,1,0.0022,744.116256,744.1144552364816,Col 285 Sector HS-R b18-2 A,M (Red dwarf) Star,9,0,0.422,Va,9634,2381,0.422,1,2381,-Va-,false,Col 285 Sector HS-R b18-2 ABC 1 h,779.2994,Icy body,55,1578.3705
BD-21 3154,112.44,2,1,BD-21 3154 A 4,110,Class I gas giant,1936.8075,false,true,2,0.0033,1943.025669,1943.0150891964288,BD-21 3154 B,M (Red dwarf) Star,5,294612.5312,0.5595,Va,11438,3017,0.5595,0,,-,false,BD-21 3154 A 4 f a,1929.8434,Icy body,92,601.5362
Volciates,147.22,3,1,Volciates A 15,110,Class I gas giant,2908.1848,false,true,2,0.0005,2909.5484535,2909.548089806421,Volciates B,M (Red dwarf) Star,3,160734.5938,0.5899,Va,250,3278,0.5899,0,,-,false,Volciates A 15 h,2920.0098,Icy body,74,1917.3022
Thelmasci,140.43,1,1,Thelmasci 9,110,Class I gas giant,808.0613,false,true,1,0.0013,808.2882989999999,808.2876159960987,Thelmasci,M (Red dwarf) Star,6,0,0.5132,Va,384,2612,0.5132,0,,-,false,Thelmasci 9 h,805.8181,Icy body,109,1722.995
Viron,248.66,3,1,Viron A 1,110,Class I gas giant,1484.2404,false,true,2,0.0076,1493.821368,1493.77822581591,Viron B,M (Red dwarf) Star,9,217481.6406,0.3853,Va,10422,2291,0.3853,1,2291,-Va-,false,Viron A 1 g a,1485.2517,Icy body,78,514.8462
Hyades Sector OS-T b3-3,233.61,1,1,Hyades Sector OS-T b3-3 8,110,Gas giant with ammonia-based life,1160.6418,false,true,1,0.0067,1159.8872219999998,1159.8611880391327,Hyades Sector OS-T b3-3,M (Red dwarf) Star,5,0,0.5787,Va,516,3046,0.5787,0,,-,false,Hyades Sector OS-T b3-3 8 g a,1158.9651,Icy body,61,764.6948
Ao,55.51,3,2,Ao AB 7,110,Class I gas giant,2562.0103,true,false,2,0.0228,2581.3029645,2580.631945016439,Ao B,M (Red dwarf) Star,7,75.7851,0.4359,Va,10618,2546,0.4485,0,,-,false,Ao AB 7 h,2565.5884,Icy body,75,1141.4354
Hyades Sector FH-T b4-2,184.98,1,1,Hyades Sector FH-T b4-2 1,110,Gas giant with ammonia-based life,1131.9919,false,true,1,0.0037,1128.4998074999999,1128.49208289238,Hyades Sector FH-T b4-2,M (Red dwarf) Star,4,0,0.5725,Va,5782,3206,0.5725,0,,-,false,Hyades Sector FH-T b4-2 1 h,1140.3809,Icy body,104,1039.0708
Col 285 Sector NL-P b21-0,188.81,2,1,Col 285 Sector NL-P b21-0 A 2,110,Class I gas giant,826.5917,false,false,0,0.0001,826.651683,826.6516788667416,Col 285 Sector NL-P b21-0 A,M (Red dwarf) Star,4,0,0.5406,Va,3194,3151,0.5406,0,,-,false,Col 285 Sector NL-P b21-0 A 2 g,813.7837,Icy body,73,1945.4631
Col 285 Sector BI-F b26-8,201.00,1,1,Col 285 Sector BI-F b26-8 1,109,Gas giant with ammonia-based life,722.1303,false,true,1,0.0005,721.8107325,721.8106422736528,Col 285 Sector BI-F b26-8,M (Red dwarf) Star,3,0,0.4998,Va,2676,3290,0.4998,0,,-,false,Col 285 Sector BI-F b26-8 1 h,729.5085,Icy body,76,1625.9725
Guerrongal,145.14,1,1,Guerrongal 3,109,Gas giant with ammonia-based life,1197.1311,false,true,1,0.0015,1195.61598,1195.6146349312658,Guerrongal,M (Red dwarf) Star,5,0,0.4712,Va,5736,2962,0.4712,0,,-,false,Guerrongal 3 f a,1194.14,Icy body,54,640.9375
HIP 17483,144.91,2,1,HIP 17483 B 4,109,Class I gas giant,208368.2031,false,true,2,0.0032,993.5688555,993.5637684144369,HIP 17483 B,M (Red dwarf) Star,2,207864.7344,0.6248,Va,5480,3568,0.6248,0,,-,false,HIP 17483 B 4 h,208365.4844,Icy body,89,2819.6521
LHS 266,67.53,2,2,LHS 266 B 11,109,Gas giant with ammonia-based life,153794.2344,false,true,2,0.0001,918.1692,918.169195409154,LHS 266 B,M (Red dwarf) Star,9,154550.0625,0.3904,Va,1652,2293,0.5799,1,2293,-Va-,false,LHS 266 B 11 h,153800.6875,Icy body,50,1538.0641
LFT 568,54.14,1,1,LFT 568 3,109,Class I gas giant,1829.2307,false,true,1,0.0001,1829.152728,1829.1527188542361,LFT 568,M (Red dwarf) Star,6,0,0.4683,V,9076,2739,0.4683,0,,-,false,LFT 568 3 g a,1815.6168,Icy body,33,762.4067
Kuwemasil,158.75,1,1,Kuwemasil 9,109,Class I gas giant,1079.2158,false,true,1,0.0039,1083.3897555,1083.3815162895796,Kuwemasil,M (Red dwarf) Star,2,0,0.6385,Va,422,3476,0.6385,0,,-,false,Kuwemasil 9 h,1092.3792,Icy body,74,1236.9312
Tiangchi,91.98,1,1,Tiangchi 12,109,Class I gas giant,1178.088,false,true,1,0.0015,1178.051004,1178.049678691875,Tiangchi,T Tauri Star,4,0,0.5815,Va,208,3166,0.5815,0,,-,true,Tiangchi 12 f,1179.4141,Icy body,105,1280.3596
Likedeeler Magna Libertas,193.12,2,1,Likedeeler Magna Libertas B 3,109,Class I gas giant,21783.6621,false,true,2,0.0028,1485.3881835,1485.3823607669083,Likedeeler Magna Libertas B,M (Red dwarf) Star,4,23169.6348,0.6427,Va,7190,3209,0.6427,0,,-,false,Likedeeler Magna Libertas B 3 h,21789.4336,Icy body,93,1418.6301
Turd Wu,128.40,1,1,Turd Wu 2,108,Class I gas giant,826.139,false,true,1,0.0009,826.751484,826.7511491655812,Turd Wu,M (Red dwarf) Star,5,0,0.618,Va,1686,3004,0.618,0,,-,false,Turd Wu 2 g,813.307,Icy body,118,1190.9999
HIP 28452,155.24,2,1,HIP 28452 AB 2,108,Class I gas giant,3224.7405,true,false,2,0.1651,12.774528,12.59922101040983,HIP 28452 B,M (Red dwarf) Star,7,1643.9249,0.4762,Va,7316,2555,0.4762,0,,-,false,HIP 28452 AB 2 g a,3228.4231,Icy body,162,636.3083
Nefen,119.40,2,2,Nefen B 1,108,Class I gas giant,374657.5,false,true,2,0.0025,1039.128012,1039.1247647198884,Nefen B,M (Red dwarf) Star,9,375267.4375,0.4367,Va,12833,2239,0.5999,1,2239,-Va-,false,Nefen B 1 g a,374648.4062,Icy body,47,624.1752
V397 Hydrae,74.79,2,1,V397 Hydrae A 2,108,Class I gas giant,1792.4928,false,true,2,0.001,1793.5736715,1793.5727747129401,V397 Hydrae B,M (Red dwarf) Star,4,72832.8438,0.5017,Va,7570,3119,0.5017,0,,-,false,V397 Hydrae A 2 h,1793.0858,Icy body,84,1166.1549
Hai Chan,167.04,1,1,Hai Chan 6,108,Class I gas giant,1066.1814,false,false,0,0.0032,1069.0683119999999,1069.06283835623,Hai Chan,M (Red dwarf) Star,1,0,0.6259,Va,4340,3611,0.6259,0,,-,false,Hai Chan 6 H,1071.156,Icy body,76,1255.6361
SPOCS 253,85.21,4,2,SPOCS 253 A 1,108,Class I gas giant,3446.2996,false,true,2,0.004,3432.5056935000002,3432.478233344611,SPOCS 253 B,M (Red dwarf) Star,2,402954.4062,0.5818,Va,4304,3469,0.5818,1,2197,-Va-,false,SPOCS 253 A 1 h,3445.2231,Rocky body,105,518.7513
Col 285 Sector FH-I b11-2,143.00,3,3,Col 285 Sector FH-I b11-2 BC 1,108,Class I gas giant,244097.2969,true,false,2,0,1284.6883725,1284.6883725,Col 285 Sector FH-I b11-2 B,M (Red dwarf) Star,6,242971.0625,0.5186,Va,11642,2644,0.5222,0,,-,false,Col 285 Sector FH-I b11-2 BC 1 g a,244104.3906,Icy body,60,580.3777
Aasgananu,104.50,1,1,Aasgananu 3,108,Class I gas giant,878.1423,false,true,1,0.0014,879.3466109999999,879.345749239899,Aasgananu,M (Red dwarf) Star,6,0,0.507,Va,7084,2785,0.507,0,,-,false,Aasgananu 3 f,873.2895,Icy body,61,1296.8105
Saktas,130.54,1,1,Saktas 9,107,Gas giant with ammonia-based life,686.9044,false,true,1,0.0006,686.531079,686.5309554243945,Saktas,M (Red dwarf) Star,5,0,0.576,Va,3216,2858,0.576,0,,-,false,Saktas 9 h,689.2799,Icy body,73,952.8568
Jaring,156.80,1,1,Jaring 1,107,Class I gas giant,1083.45,false,true,1,0.0019,1085.4356759999998,1085.4337167868364,Jaring,M (Red dwarf) Star,3,0,0.6545,Va,2506,3352,0.6545,0,,-,false,Jaring 1 h,1090.3019,Icy body,73,1221.3745
Radigast,140.61,1,1,Radigast 3,107,Class I gas giant,1273.6527,false,true,1,0.0001,1273.7102625,1273.7102561314487,Radigast,M (Red dwarf) Star,5,0,0.5638,Va,1074,2998,0.5638,0,,-,false,Radigast 3 f,1281.5432,Icy body,57,1428.6527
Bhare,130.73,2,1,Bhare A 1,107,Class I gas giant,1221.5328,false,true,2,0.0004,1221.664041,1221.6639432668728,Bhare A,M (Red dwarf) Star,1,0,0.6248,Va,3482,3620,0.6248,0,,-,false,Bhare A 1 g,1222.5958,Icy body,74,1209.6995
Waikula,129.89,2,1,Waikula B 1,106,Class I gas giant,426477.375,false,true,2,0.0001,1056.393585,1056.393579718032,Waikula B,M (Red dwarf) Star,5,426474.125,0.6288,Va,8806,3046,0.6288,0,,-,false,Waikula B 1 h,426470.25,Icy body,112,1077.9069
HIP 110483,127.88,4,1,HIP 110483 ABC 4,106,Class I gas giant,4369.0371,true,false,2,0,4347.5810625,4347.5810625,HIP 110483 C,M (Red dwarf) Star,7,196.435,0.457,Va,5010,2517,0.457,0,,-,false,HIP 110483 ABC 4 h,4368.8032,Icy body,91,1126.9102
Bunjil,172.92,1,1,Bunjil 1,106,Class I gas giant,1386.3295,false,true,1,0.0017,1388.132109,1388.1301031476532,Bunjil,M (Red dwarf) Star,2,0,0.6311,Va,10248,3467,0.6311,0,,-,false,Bunjil 1 h,1393.4116,Icy body,113,1551.1285
Ngurumbha,129.92,2,2,Ngurumbha B 15,106,Class I gas giant,18086.3887,false,false,0,0.0001,971.462934,971.4629291426853,Ngurumbha B,M (Red dwarf) Star,5,17120.541,0.4959,Va,488,2940,0.5433,0,,-,false,Ngurumbha B 15 h,18086.5781,Icy body,74,1151.7085
LHS 5287,60.40,1,1,LHS 5287 4,106,Class I gas giant,3591.1797,false,true,1,0.0201,3649.5728685,3648.835562055381,LHS 5287,M (Red dwarf) Star,2,0,0.5826,V,1714,3491,0.5826,0,,-,false,LHS 5287 4 g,3596.5142,Icy body,40,1766.9611
Fugeirs,133.83,1,1,Fugeirs 4,106,Class I gas giant,795.1801,false,true,1,0.0004,794.9149649999999,794.9149014068003,Fugeirs,M (Red dwarf) Star,6,0,0.4453,Va,5714,2698,0.4453,0,,-,false,Fugeirs 4 h,804.9766,Icy body,57,1242.2195
Arietis Sector BQ-Y c4,243.65,2,1,Arietis Sector BQ-Y c4 A 6,105,Class I gas giant,1631.5981,false,true,2,0.0033,1635.0397830000002,1635.0308801841436,Arietis Sector BQ-Y c4 B,M (Red dwarf) Star,9,47887.7969,0.3525,VI,2636,2111,0.3525,1,2111,-VI-,false,Arietis Sector BQ-Y c4 A 6 h,1637.2025,Icy body,88,914.2929
Col 285 Sector DM-K b9-6,226.48,3,1,Col 285 Sector DM-K b9-6 A 6,105,Gas giant with ammonia-based life,1049.3723,false,false,0,0.0029,1047.211893,1047.2074894647312,Col 285 Sector DM-K b9-6 A,M (Red dwarf) Star,3,0,0.5678,Va,5556,3397,0.5678,0,,-,false,Col 285 Sector DM-K b9-6 A 6 h,1055.3627,Icy body,112,951.0351
Col 285 Sector NS-J b9-0,248.34,1,1,Col 285 Sector NS-J b9-0 1,105,Class I gas giant,434.6784,false,false,0,0.0001,434.6832555,434.68325332658367,Col 285 Sector NS-J b9-0,M (Red dwarf) Star,9,0,0.3633,VI,3932,2031,0.3633,1,2031,-VI-,false,Col 285 Sector NS-J b9-0 1 g,426.7989,Icy body,54,1422.6018
Shitici,98.34,1,1,Shitici 3,105,Gas giant with ammonia-based life,1192,false,false,0,0.0013,1193.520159,1193.5191504750394,Shitici,M (Red dwarf) Star,5,0,0.4868,Va,9248,3038,0.4868,0,,-,false,Shitici 3 g,1192,Icy body,55,1770.1266
57 Zeta Serpentis,76.82,4,1,57 Zeta Serpentis CD 1,105,Class I gas giant,435761.5,true,false,2,0.0007,2992.133781,2992.1330479271337,57 Zeta Serpentis D,M (Red dwarf) Star,9,439809.625,0.3602,VI,2008,2103,0.3602,1,2103,-VI-,false,57 Zeta Serpentis CD 1 h,435774.9375,Icy body,84,1135.4133
G 139-3,42.36,1,1,G 139-3 2,105,Class I gas giant,2036.3481,false,true,1,0.0019,2037.138012,2037.1343349625697,G 139-3,M (Red dwarf) Star,6,0,0.4945,V,9414,2787,0.4945,0,,-,false,G 139-3 2 h,2039.8192,Icy body,42,1136.1609
LP 91-140,53.47,3,1,LP 91-140 A 1,105,Gas giant with ammonia-based life,982.5806,false,true,2,0.0012,982.940049,982.9393412829099,LP 91-140 A,M (Red dwarf) Star,5,0,0.5043,V,8716,2837,0.5043,0,,-,false,LP 91-140 A 1 h,977.1471,Icy body,107,1553.3285
Narasimha,60.89,3,2,Narasimha A 4,105,Class I gas giant,3475.1165,false,true,2,0.0007,3476.268432,3476.2675803141296,Narasimha B,M (Red dwarf) Star,5,340412.6562,0.577,Va,2324,2939,0.577,0,,-,false,Narasimha A 4 g,3467.8633,Icy body,90,1045.6206
Kakas,104.82,3,2,Kakas ABC 3,105,Gas giant with ammonia-based life,3603.7744,true,false,2,0.1553,6.1876619999999996,6.112589290208247,Kakas C,M (Red dwarf) Star,1,969.4264,0.6632,Va,2140,3641,0.6632,0,,-,false,Kakas ABC 3 h,3606.1592,Icy body,91,804.8247
Col 285 Sector GW-I b11-3,237.64,1,1,Col 285 Sector GW-I b11-3 2,105,Gas giant with ammonia-based life,574.271,false,false,0,0.0001,574.254954,574.2549511287251,Col 285 Sector GW-I b11-3,M (Red dwarf) Star,7,0,0.4416,Va,1726,2573,0.4416,0,,-,false,Col 285 Sector GW-I b11-3 2 h,578.1953,Icy body,118,1749.2429
Hyades Sector SY-R c4-5,167.53,2,1,Hyades Sector SY-R c4-5 A 4,104,Class I gas giant,2592.1292,false,true,2,0.0043,2601.013662,2600.9896155175393,Hyades Sector SY-R c4-5 B,M (Red dwarf) Star,6,143113.0312,0.4416,Va,3142,2606,0.4416,0,,-,false,Hyades Sector SY-R c4-5 A 4 g a,2583.2427,Icy body,87,707.98
Kochil,161.32,1,1,Kochil 16,104,Class I gas giant,1066.5146,false,false,0,0.0001,1066.573287,1066.5732816671334,Kochil,M (Red dwarf) Star,5,0,0.4755,Va,280,3003,0.4755,0,,-,false,Kochil 16 h,1057.8215,Icy body,57,1238.3969
Pegasi Sector LD-R b5-4,180.11,1,1,Pegasi Sector LD-R b5-4 14,104,Class I gas giant,1275.9736,false,true,1,0.0001,1275.855984,1275.85597762072,Pegasi Sector LD-R b5-4,M (Red dwarf) Star,5,0,0.5161,Va,316,3061,0.5161,0,,-,false,Pegasi Sector LD-R b5-4 14 h,1272.382,Icy body,55,1088.6486
HIP 20187,168.51,2,1,HIP 20187 AB 3,104,Class I gas giant,4957.9497,true,false,1,0.0012,5214.103245,5214.099490844313,HIP 20187 B,M (Red dwarf) Star,9,1192.2845,0.3701,Va,3366,2238,0.3701,1,2238,-Va-,false,HIP 20187 AB 3 g,4953.8306,Icy body,49,2358.2556
HIP 13674,149.71,2,1,HIP 13674 B 1,104,Class I gas giant,102815.9609,false,true,2,0.0027,1650.4590375,1650.4530215658442,HIP 13674 B,M (Red dwarf) Star,9,101492.6797,0.4336,Va,7858,2352,0.4336,1,2352,-Va-,false,HIP 13674 B 1 h,102821.6484,Icy body,48,1543.6788
HIP 5443,122.86,1,1,HIP 5443 2,104,Gas giant with ammonia-based life,478.4205,false,true,1,0.0003,478.34619299999997,478.3461714744208,HIP 5443,M (Red dwarf) Star,1,0,0.6439,V,6634,3648,0.6439,0,,-,false,HIP 5443 2 h,478.0508,Icy body,93,583.4744
Beditjari,121.01,2,2,Beditjari A 4,104,Class I gas giant,882.8795,false,true,2,0.0002,882.9893475,882.9893298402129,Beditjari A,M (Red dwarf) Star,2,0,0.5739,Va,4858,3400,0.5739,1,2159,-VI-,false,Beditjari A 4 h,894.343,Icy body,79,1546.5061
HIP 117493,209.74,3,1,HIP 117493 BC 3,104,Class I gas giant,119902.6172,true,false,2,0.006,2105.5515975,2105.5136972301393,HIP 117493 C,M (Red dwarf) Star,5,121751.5312,0.5004,Va,4936,2810,0.5004,0,,-,false,HIP 117493 BC 3 h,119915.8359,Icy body,82,1808.3386
Kaledoni,115.54,1,1,Kaledoni 6,104,Gas giant with ammonia-based life,767.5574,false,true,1,0.0018,767.9187945,767.9175504705453,Kaledoni,M (Red dwarf) Star,5,0,0.4274,Va,708,2831,0.4274,0,,-,false,Kaledoni 6 g a,777.2836,Icy body,60,647.7716
Col 285 Sector NV-I b24-5,184.21,1,1,Col 285 Sector NV-I b24-5 1,104,Class I gas giant,1224,false,false,0,0.0015,1225.5063795,1225.5050008045478,Col 285 Sector NV-I b24-5,M (Red dwarf) Star,5,0,0.4844,Va,4444,2967,0.4844,0,,-,false,Col 285 Sector NV-I b24-5 1 h,1237,Icy body,54,1176.801
Quiablinja,145.37,2,1,Quiablinja A 3,104,Class I gas giant,3304.229,false,true,2,0.0066,3325.8184245,3325.745987385866,Quiablinja B,M (Red dwarf) Star,9,538856.75,0.3505,VI,1222,2109,0.3505,1,2109,-VI-,false,Quiablinja A 3 h,3279.8706,Icy body,57,1004.6564
Col 285 Sector SR-P b20-6,237.66,1,1,Col 285 Sector SR-P b20-6 11,104,Gas giant with ammonia-based life,1582.7556,false,true,1,0.0008,1583.9915715,1583.991064622616,Col 285 Sector SR-P b20-6,M (Red dwarf) Star,8,0,0.4406,Va,256,2406,0.4406,1,2406,-Va-,false,Col 285 Sector SR-P b20-6 11 h,1608.2953,Icy body,38,1319.7234
Cephei Sector BQ-Y b5,163.27,1,1,Cephei Sector BQ-Y b5 1,104,Class I gas giant,1204.275,false,true,1,0.005,1199.009214,1198.994226291151,Cephei Sector BQ-Y b5,M (Red dwarf) Star,2,0,0.5327,Va,3570,3444,0.5327,0,,-,false,Cephei Sector BQ-Y b5 1 h,1207.2286,Icy body,107,1312.2914
LTT 1289,174.70,2,1,LTT 1289 AB 1,104,Class I gas giant,3103.2302,true,false,1,0,3635.0518230000002,3635.0518230000002,LTT 1289 B,M (Red dwarf) Star,4,1972.5233,0.5261,Va,11570,3190,0.5261,0,,-,false,LTT 1289 AB 1 f,3123.3728,Icy body,105,1244.647
Chatkwa,168.61,2,1,Chatkwa B 8,103,Class I gas giant,219558.2812,false,true,2,0.0009,1135.4858775,1135.4854176281265,Chatkwa B,M (Red dwarf) Star,5,219050.9688,0.5041,Va,262,2939,0.5041,0,,-,false,Chatkwa B 8 h,219549,Icy body,101,1127.684
Serda,135.95,1,1,Serda 2,103,Class I gas giant,608.7413,false,true,1,0,608.7361995,608.7361995,Serda,M (Red dwarf) Star,9,0,0.4471,Va,3060,2289,0.4471,1,2289,-Va-,false,Serda 2 h,618.7645,Icy body,56,935.2196
Menhitae,181.05,1,1,Menhitae 9,103,Class I gas giant,973.2725,false,true,1,0,973.2593519999999,973.2593519999999,Menhitae,M (Red dwarf) Star,4,0,0.4889,Va,598,3174,0.4889,0,,-,false,Menhitae 9 g a,965.1817,Icy body,145,512.5206
