System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Tascheter Sector ZZ-P a5-5,69.35,true,0,0,Tascheter Sector ZZ-P a5-5,466,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector ZZ-P a5-5 6,2514,Icy body,20,2751.1379,-,0,false,,,false
Xi Ursae Majoris,28.98,true,4,4,Xi Ursae Majoris AB 2,466,Y (Brown dwarf) Star,3752,true,false,1,0.0115,4350.824595,4350.536887211002,Xi Ursae Majoris AB 1,Y (Brown dwarf) Star,9,2711,0.0642,V,5816,387,1014,1.01,Xi Ursae Majoris AB 2 f,3725,Rocky body,120,1768.4607,-G (White-Yellow) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-G (White-Yellow) Star-,1,false,,,false
Alrai Sector FV-P a5-3,67.92,true,0,0,Alrai Sector FV-P a5-3,463,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector FV-P a5-3 7,1212,Icy body,20,5242.957,-,0,false,,,false
HR 244,61.18,true,3,3,HR 244 ABC 4,459,Class III gas giant,4677,true,false,1,0.0001,4531.5143055,4531.514282842427,HR 244 B,K (Yellow-Orange) Star,0,1779,0.7002,Va,3528,4046,2884,1.724,HR 244 ABC 4 f,4663,Icy body,109,2894.0073,-K (Yellow-Orange) Star-F (White) Star-M (Red dwarf) Star-,1,true,3177,Va,false
Core Sys Sector EB-O a6-0,35.57,true,0,0,Core Sys Sector EB-O a6-0,457,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector EB-O a6-0 7,4825,Icy body,20,4655.2246,-,0,false,,,false
LTT 7370,69.83,false,1,1,LTT 7370 4,456,Class III gas giant,2443,false,true,1,0.0003,2442.529674,2442.529564086162,LTT 7370,K (Yellow-Orange) Star,0,0,0.6876,V,8482,3991,2423,0.6876,LTT 7370 4 h,2423,Icy body,124,1840.0483,-K (Yellow-Orange) Star-,1,false,,,false
Wolf 751,32.54,false,1,1,Wolf 751 5,453,Class III gas giant,1184,false,true,1,0.0033,1183.2905565,1183.2841134653786,Wolf 751,M (Red dwarf) Star,3,0,0.5626,V,9148,3302,1183,0.5626,Wolf 751 5 h,1183,Icy body,137,2287.5461,-M (Red dwarf) Star-,1,true,3302,V,false
Trocnades,46.49,true,2,2,Trocnades AB 2,451,Class III gas giant,1998,true,false,1,0.0002,2052.5572665,2052.557225448854,Trocnades B,L (Brown dwarf) Star,9,509,0.3372,V,344,1691,1466,0.7043,Trocnades AB 2 f a,1975,Icy body,78,1196.4017,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3653,Va,false
Jastreb Sector AB-O a6-1,52.51,true,0,0,Jastreb Sector AB-O a6-1,447,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Jastreb Sector AB-O a6-1 5,3563,Icy body,20,4560.2959,-,0,false,,,false
WISE 0146+4234,20.53,true,0,0,WISE 0146+4234,442,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,WISE 0146+4234 5 a,2184,Icy body,20,2764.9612,-,0,false,,,false
Jastreb Sector BB-O a6-2,54.28,true,0,0,Jastreb Sector BB-O a6-2,436,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Jastreb Sector BB-O a6-2 6,2934,Icy body,20,1735.9296,-,0,false,,,false
61 Ursae Majoris,31.33,false,4,4,61 Ursae Majoris AB 5,436,Class III gas giant,3347,true,false,1,0.0027,3316.8363345,3316.8242446095264,61 Ursae Majoris AB 4,Y (Brown dwarf) Star,9,2465,0.0623,V,1032,334,909,0.9296,61 Ursae Majoris AB 5 h,3374,Icy body,90,3606.7864,-Y (Brown dwarf) Star-G (White-Yellow) Star-Y (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2573,Va,false
Alpha Chamaelontis,63.80,false,2,2,Alpha Chamaelontis AB 2,435,Y (Brown dwarf) Star,5375,true,false,1,0.003,5199.2328959999995,5199.209499399325,Alpha Chamaelontis B,K (Yellow-Orange) Star,0,1122,0.8747,Va,1720,4311,4361,1.4344,Alpha Chamaelontis AB 2 h,5483,Rocky body,196,2940.2241,-F (White) Star-K (Yellow-Orange) Star-,1,false,,,false
LHS 378,47.23,false,1,1,LHS 378 6,431,Class III gas giant,1934,false,true,1,0,1934.043579,1934.043579,LHS 378,White Dwarf (DC) Star,0,0,0.0103,O,6968,12784,1945,0.0103,LHS 378 6 h,1945,Icy body,57,3072.3735,-White Dwarf (DC) Star-,1,false,,,false
Core Sys Sector KC-M a7-2,47.81,true,0,0,Core Sys Sector KC-M a7-2,430,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector KC-M a7-2 5,1810,Icy body,20,4149.9492,-,0,false,,,false
LFT 1748,45.95,true,2,2,LFT 1748 A 9,424,Class III gas giant,3229,false,true,2,0.0101,3259.0515555,3258.885323335968,LFT 1748 A,M (Red dwarf) Star,2,0,0.5801,V,1884,3423,3249,0.5801,LFT 1748 A 9 e a,3249,Icy body,59,987.1881,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3423,V,false
Core Sys Sector FW-N a6-2,43.28,true,0,0,Core Sys Sector FW-N a6-2,419,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector FW-N a6-2 7,2502,Icy body,20,5492.0957,-,0,false,,,false
Puppis Sector ZE-R a4-0,76.74,true,0,0,Puppis Sector ZE-R a4-0,414,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector ZE-R a4-0 6,1956,Icy body,20,3148.6941,-,0,false,,,false
Core Sys Sector CV-P a5-4,45.96,true,0,0,Core Sys Sector CV-P a5-4,413,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector CV-P a5-4 5,1125,Icy body,20,2716.2029,-,0,false,,,false
Naiad,46.99,true,0,0,Naiad,413,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Naiad 10 e,1030,Icy body,20,601.9036,-,0,false,,,false
LHS 6305,73.61,false,4,4,LHS 6305 A 5,413,Class III gas giant,1339,false,true,2,0,1339.1797185,1339.1797185,LHS 6305 A 6,Y (Brown dwarf) Star,9,2149,0.0654,V,7964,374,788,0.462,LHS 6305 A 5 h,1361,Icy body,39,5430.4355,-Y (Brown dwarf) Star-White Dwarf (DA) Star-M (Red dwarf) Star-Y (Brown dwarf) Star-,1,true,2499,Va,false
Achelous,79.57,false,1,1,Achelous 10,412,Class III gas giant,2985,false,true,1,0.0035,2991.6846765,2991.6663523752386,Achelous,G (White-Yellow) Star,0,0,0.8409,V,1956,4651,3004,0.8409,Achelous 10 h,3004,Icy body,84,2210.8208,-G (White-Yellow) Star-,1,false,,,false
LFT 682,32.19,true,1,1,LFT 682 10,410,Helium-rich gas giant,2735,false,true,1,0.0223,2752.910784,2752.2262013785057,LFT 682,M (Red dwarf) Star,2,0,0.6177,V,898,3532,2727,0.6177,LFT 682 10 e a,2727,Icy body,42,1133.2739,-M (Red dwarf) Star-,1,true,3532,V,false
Trianguli Sector CH-L a8-4,75.96,true,0,0,Trianguli Sector CH-L a8-4,409,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Trianguli Sector CH-L a8-4 6,3624,Icy body,20,4811.084,-,0,false,,,false
Wi,56.23,false,4,4,Wi ABC 1,404,Class III gas giant,1782,true,false,1,0.0001,1664.8303815,1664.830373175848,Wi B,M (Red dwarf) Star,9,552,0.4243,Va,2960,2378,1246,0.5734,Wi ABC 1 h,1798,Icy body,158,4457.019,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-Y (Brown dwarf) Star-,1,true,2378,Va,false
Core Sys Sector CB-O a6-2,39.10,true,0,0,Core Sys Sector CB-O a6-2,399,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector CB-O a6-2 5 a,1884,Icy body,20,895.828,-,0,false,,,false
Tascheter Sector DG-O a6-3,63.35,true,0,0,Tascheter Sector DG-O a6-3,396,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector DG-O a6-3 5,2132,Icy body,20,4798.3525,-,0,false,,,false
Liburodo,62.11,false,1,1,Liburodo 5,395,Class III gas giant,2194,false,true,1,0.0004,2193.2766764999997,2193.2765010378585,Liburodo,G (White-Yellow) Star,0,0,1.0748,Va,622,5252,2175,1.0748,Liburodo 5 h,2175,Rocky body,129,1072.0945,-G (White-Yellow) Star-,1,false,,,false
Maya,72.57,true,2,2,Maya 10,394,Y (Brown dwarf) Star,2610,false,true,2,0.1225,1.497015,1.4857402515193179,Maya 12,Y (Brown dwarf) Star,9,3542,0.0464,V,7776,295,916,1.0712,Maya 10 g,2626,Rocky body,111,966.1799,-G (White-Yellow) Star-Y (Brown dwarf) Star-,1,false,,,false
Trianguli Sector SU-O a6-3,77.38,true,0,0,Trianguli Sector SU-O a6-3,389,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Trianguli Sector SU-O a6-3 6,4855,Icy body,20,6457.7524,-,0,false,,,false
V886 Centauri,53.98,true,1,1,V886 Centauri 6,384,Y (Brown dwarf) Star,1793,false,true,1,0.0004,1793.2742685,1793.274125038053,V886 Centauri,White Dwarf (DA) Star,0,0,0.0057,VII,1674,27375,1787,0.0057,V886 Centauri 6 e a,1787,Icy body,158,795.3287,-White Dwarf (DA) Star-,1,false,,,false
Bavaringoni,64.70,true,0,0,Bavaringoni,382,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Bavaringoni 6,4809,Icy body,20,2616.1262,-,1,false,,,false
Hamal,65.84,true,2,2,Hamal 2,382,Y (Brown dwarf) Star,1543,false,true,1,0.1148,1607.195304,1596.569532921005,Hamal 3,Y (Brown dwarf) Star,9,2012,0.0908,V,3558,479,470,14.9,Hamal 2 f,1542,Rocky body,397,2190.2991,-Y (Brown dwarf) Star-K (Yellow-Orange giant) Star-,1,false,,,false
Veroandi,59.62,false,2,2,Veroandi AB 3,382,Class III gas giant,2459,true,false,2,0.1433,0.3493035,0.3456984421589759,Veroandi B,M (Red dwarf) Star,5,784,0.5418,Va,11100,2965,1674,0.6251,Veroandi AB 3 h,2458,Icy body,75,1704.8304,-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,2965,Va,false
Alrai Sector XO-R a4-3,74.78,true,0,0,Alrai Sector XO-R a4-3,378,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector XO-R a4-3 6 a,3415,Icy body,20,2171.9341,-,0,false,,,false
40 Leonis,69.68,true,3,3,40 Leonis 4,375,Y (Brown dwarf) Star,2419,false,true,2,0.0388,0.44910449999999996,0.44876632273642725,40 Leonis 3,Y (Brown dwarf) Star,9,1921,0.0894,V,1808,502,502,1.3011,40 Leonis 4 e,2423,Rocky body,163,2724.5681,-F (White) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
LHS 1748,67.95,true,2,2,LHS 1748 4,374,Class III gas giant,1930,false,true,1,0.0026,1926.0095985,1926.0030885765552,LHS 1748 1,Y (Brown dwarf) Star,9,211,0.0595,V,3022,392,1696,0.5698,LHS 1748 4 f,1907,Icy body,126,2334.8665,-M (Red dwarf) Star-Y (Brown dwarf) Star-,1,true,3445,V,false
Exo Rialo,54.14,true,1,1,Exo Rialo,372,Y (Brown dwarf) Star,0,false,false,0,,0,0,Exo Rialo Col 285 Sector SQ-N a36-3,Y (Brown dwarf) Star,9,0,0.0598,V,11184,372,2014,0.0598,Exo Rialo 6,2014,Icy body,20,6317.1875,-Y (Brown dwarf) Star-,0,false,,,false
40 Leonis,69.68,false,3,3,40 Leonis 6,371,Y (Brown dwarf) Star,3257,false,true,1,0.0006,3255.808023,3255.8074369545034,40 Leonis 4,Y (Brown dwarf) Star,9,2419,0.0642,V,1808,375,833,1.3011,40 Leonis 6 h,3252,Rocky body,208,2647.2712,-F (White) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
Xi Ursae Majoris,28.98,true,4,4,Xi Ursae Majoris AB 3,371,Y (Brown dwarf) Star,6714,true,false,1,0.0386,6179.578119000001,6174.972740796114,Xi Ursae Majoris AB 2,Y (Brown dwarf) Star,9,3752,0.0754,V,5816,466,3027,1.01,Xi Ursae Majoris AB 3 f,6779,Rocky body,99,1881.5573,-G (White-Yellow) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-G (White-Yellow) Star-,1,false,,,false
Tascheter Sector NS-T a3-4,72.24,true,0,0,Tascheter Sector NS-T a3-4,369,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector NS-T a3-4 5,1283,Icy body,20,5031.7051,-,0,false,,,false
Wolf 587,58.23,false,1,1,Wolf 587 7,369,Class III gas giant,2211,false,true,1,0.0006,2211.190956,2211.190557985592,Wolf 587,M (Red dwarf) Star,2,0,0.5836,V,1516,3439,2188,0.5836,Wolf 587 7 h,2188,Icy body,61,2410.9792,-M (Red dwarf) Star-,1,true,3439,V,false
WISE 0855-0714,7.17,true,0,0,WISE 0855-0714,368,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,WISE 0855-0714 5 a,537,Icy body,20,1794.1675,-,1,false,,,false
Core Sys Sector ZU-P a5-1,30.27,true,0,0,Core Sys Sector ZU-P a5-1,367,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector ZU-P a5-1 7,6313,Icy body,20,4217.7598,-,0,false,,,false
Piscium Sector ZF-N a7-3,50.31,true,0,0,Piscium Sector ZF-N a7-3,365,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector ZF-N a7-3 6,4786,Icy body,20,4915.6641,-,0,false,,,false
Alrai Sector SI-T a3-3,70.14,true,0,0,Alrai Sector SI-T a3-3,364,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector SI-T a3-3 5,2780,Icy body,20,4561.4351,-,0,false,,,false
LHS 1794,62.48,false,1,1,LHS 1794 3,363,Class III gas giant,2877,false,true,1,0.0007,2876.8137255,2876.8130206805513,LHS 1794,M (Red dwarf) Star,2,0,0.586,V,4006,3421,2877,0.586,LHS 1794 3 h,2877,Icy body,55,3457.552,-M (Red dwarf) Star-,1,true,3421,V,false
Lalande 10797,71.30,false,4,4,Lalande 10797 ABCD 1,363,Class III gas giant,4645,true,false,1,0.0026,4213.897623,4213.883380001964,Lalande 10797 C,M (Red dwarf) Star,5,2203,0.4943,Va,5292,3006,2407,0.92,Lalande 10797 ABCD 1 h,4610,Icy body,75,2810.8413,-M (Red dwarf) Star-L (Brown dwarf) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,3006,Va,false
LTT 2581,76.33,false,2,2,LTT 2581 A 9,362,Class III gas giant,2974,false,true,2,0.0165,2969.5288545,2969.1245998682275,LTT 2581 A,M (Red dwarf) Star,1,0,0.6366,V,1604,3675,2945,0.6366,LTT 2581 A 9 h,2945,Icy body,55,3823.8162,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2051,VI,false
Athena,79.72,true,2,2,Athena AB 1,361,Y (Brown dwarf) Star,4906,true,false,2,0.1991,2.8942289999999997,2.83628415737742,Gliese 321.3 B,M (Red dwarf) Star,5,3079,0.4994,V,8576,2877,1842,2.266,Athena AB 1 f,4921,Rocky body,228,897.1093,-M (Red dwarf) Star-A (Blue-White) Star-,1,true,2877,V,false
Dala,42.08,false,2,2,Dala A 1,361,Class III gas giant,472,false,true,2,0.0027,473.00683949999996,473.00511538692774,Dala A,K (Yellow-Orange) Star,0,0,0.7859,V,9362,4541,478,0.7859,Dala A 1 h,478,Icy body,162,2084.2654,-K (Yellow-Orange) Star-L (Brown dwarf) Star-,1,false,,,false
Wolf 1329,29.69,false,1,1,Wolf 1329 3,361,Class III gas giant,4580,false,true,1,0,4579.7181885,4579.7181885,Wolf 1329,M (Red dwarf) Star,5,0,0.52,V,9238,3038,4563,0.52,Wolf 1329 3 h,4563,Icy body,38,2619.7842,-M (Red dwarf) Star-,1,true,3038,V,false
Puppis Sector YE-R a4-6,70.80,true,0,0,Puppis Sector YE-R a4-6,360,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector YE-R a4-6 7,1607,Icy body,20,2208.689,-,0,false,,,false
Ra,53.65,false,2,2,Ra 13,360,Y (Brown dwarf) Star,4071,false,true,1,0.0019,4068.986571,4068.97922647261,Ra 12,Y (Brown dwarf) Star,9,2286,0.1115,V,2958,677,1846,0.9703,Ra 13 h,4132,Icy body,141,2704.7615,-G (White-Yellow) Star-Y (Brown dwarf) Star-,1,false,,,false
Jen Elabog,64.43,false,1,1,Jen Elabog 12,360,Class III gas giant,2587,false,true,1,0.0058,2579.356845,2579.3134598529946,Jen Elabog,G (White-Yellow) Star,0,0,1.0039,Va,440,5260,2602,1.0039,Jen Elabog 12 h,2602,Icy body,108,2493.5625,-G (White-Yellow) Star-,1,false,,,false
Puppis Sector BW-N a6-0,35.58,true,0,0,Puppis Sector BW-N a6-0,355,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector BW-N a6-0 6,2613,Icy body,20,2393.8096,-,0,false,,,false
Tascheter Sector RE-Q a5-3,68.19,true,0,0,Tascheter Sector RE-Q a5-3,354,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector RE-Q a5-3 6,1757,Icy body,20,1701.5374,-,0,false,,,false
Zibol 11,56.65,true,1,1,Zibol 11,352,Y (Brown dwarf) Star,0,false,false,0,,0,0,Zibol 11 Col 285 Sector TQ-N a36-1,Y (Brown dwarf) Star,9,0,0.062,V,10840,352,1207,0.062,Zibol 11 6,1207,Icy body,20,3699.3181,-Y (Brown dwarf) Star-,0,false,,,false
Moirai,57.94,false,1,1,Moirai 5,352,Class III gas giant,1067,false,true,1,0,1066.573287,1066.573287,Moirai,K (Yellow-Orange) Star,0,0,0.7185,V,3192,4126,1105,0.7185,Moirai 5 h,1105,Icy body,89,3845.8999,-K (Yellow-Orange) Star-,1,false,,,false
Puppis Sector CL-P a5-3,62.35,true,0,0,Puppis Sector CL-P a5-3,348,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector CL-P a5-3 5,1466,Icy body,20,3205.3792,-,0,false,,,false
LP 564-39,75.83,false,1,1,LP 564-39 8,347,Y (Brown dwarf) Star,2916,false,true,1,0.0508,3016.385424,3012.490807285628,LP 564-39,M (Red dwarf) Star,2,0,0.5885,V,1534,3435,2870,0.5885,LP 564-39 8 h,2870,Icy body,41,3029.322,-M (Red dwarf) Star-,1,true,3435,V,false
Core Sys Sector VJ-R a4-3,43.37,true,0,0,Core Sys Sector VJ-R a4-3,347,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector VJ-R a4-3 6,1489,Icy body,20,2572.7063,-,0,false,,,false
NLTT 36689,69.17,true,1,1,NLTT 36689 2,347,Class III gas giant,1339,false,true,2,0.0309,4.3413435,4.339270425940244,NLTT 36689,G (White-Yellow) Star,0,0,1.0443,V,5912,6031,1335,1.0443,NLTT 36689 2 f,1335,Rocky body,173,997.5954,-G (White-Yellow) Star-,1,false,,,false
Alrai Sector FV-P a5-4,67.73,true,0,0,Alrai Sector FV-P a5-4,346,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector FV-P a5-4 6,1786,Icy body,20,4702.8213,-,0,false,,,false
LTT 15449,72.48,false,2,2,LTT 15449 AB 1,344,Y (Brown dwarf) Star,1968,true,false,1,0.0048,2202.5581695,2202.5327958837343,LTT 15449 B,L (Brown dwarf) Star,9,774,0.3445,V,4276,1798,1212,0.5831,LTT 15449 AB 1 h,1986,Icy body,55,3106.8948,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3327,V,false
Bragurom Du,63.96,false,1,1,Bragurom Du 2,344,Class III gas giant,1159,false,true,1,0.0016,1160.985033,1160.9835469382065,Bragurom Du,G (White-Yellow) Star,0,0,0.9104,Vab,2772,5399,1137,0.9104,Bragurom Du 2 h,1137,Rocky body,158,619.5295,-G (White-Yellow) Star-,1,false,,,false
Moirai,57.94,false,1,1,Moirai 6,339,Class III gas giant,1366,false,true,1,0.0094,1379.0502179999999,1378.989290215444,Moirai,K (Yellow-Orange) Star,0,0,0.7185,V,3192,4126,1344,0.7185,Moirai 6 h,1344,Icy body,80,2128.4263,-K (Yellow-Orange) Star-,1,false,,,false
G 188-9,43.44,false,1,1,G 188-9 3,338,Class III gas giant,594,false,true,1,0.0003,594.015552,594.0155252692995,G 188-9,M (Red dwarf) Star,3,0,0.5782,V,10172,3370,594,0.5782,G 188-9 3 h,594,Icy body,96,1357.1241,-M (Red dwarf) Star-,1,true,3370,V,false
Piscium Sector OE-G a11-3,68.57,true,0,0,Piscium Sector OE-G a11-3,336,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector OE-G a11-3 6 a,1643,Icy body,20,1464.1337,-,0,false,,,false
LHS 2335,58.21,false,1,1,LHS 2335 14,336,Class III gas giant,1811,false,true,1,0.0025,1812.186558,1812.1808949081576,LHS 2335,M (Red dwarf) Star,3,0,0.5483,V,5540,3259,1835,0.5483,LHS 2335 14 h,1835,Icy body,123,2260.8904,-M (Red dwarf) Star-,1,true,3259,V,false
Tascheter Sector OY-R a4-2,78.83,true,0,0,Tascheter Sector OY-R a4-2,333,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector OY-R a4-2 5,3480,Icy body,20,6626.2466,-,0,false,,,false
CN Bootis,69.90,false,5,5,CN Bootis BC 2,327,Class III gas giant,277278,true,false,2,0.0008,3124.0208025,3124.019802813183,CN Bootis C,M (Red dwarf) Star,3,277708,0.5338,Va,328,3384,419,1.5704,CN Bootis BC 2 h,277289,Icy body,105,2151.9629,-A (Blue-White) Star-Y (Brown dwarf) Star-M (Red dwarf) Star-Y (Brown dwarf) Star-K (Yellow-Orange) Star-,1,true,3384,Va,false
Timbalderis,72.20,false,3,3,Timbalderis AB 3,324,Y (Brown dwarf) Star,2045,true,false,2,0.0025,2013.3853739999997,2013.379082160875,Timbalderis B,M (Red dwarf) Star,1,287,0.6417,Va,682,3678,1762,0.9459,Timbalderis AB 3 h,2049,Rocky body,130,965.5644,-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2752,Va,false
Oyas,67.92,true,1,1,Oyas 1,320,Class III gas giant,1190,false,true,1,0.0001,1190.426328,1190.4263220478683,Oyas,K (Yellow-Orange) Star,0,0,0.7833,V,7918,4613,1186,0.7833,Oyas 1 e a,1186,Rocky body,133,438.0381,-K (Yellow-Orange) Star-,1,false,,,false
BD+52 3410,66.89,false,4,4,BD+52 3410 ABCD 3,319,Class III gas giant,3377,true,false,1,0.0004,3530.6100765,3530.6097940511827,BD+52 3410 D,L (Brown dwarf) Star,9,1223,0.2863,V,4104,1760,2155,1.1531,BD+52 3410 ABCD 3 h,3378,Icy body,110,1229.5125,-F (White) Star-M (Red dwarf) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3349,Va,false
Sutekh,58.83,true,1,1,Sutekh 3,318,Class III gas giant,821,false,true,1,0.0005,820.763424,820.7633214045657,Sutekh,M (Red dwarf) Star,5,0,0.4948,Va,4254,2877,822,0.4948,Sutekh 3 f a,822,Icy body,81,813.3661,-M (Red dwarf) Star-,1,true,2877,Va,false
LHS 2764a,54.33,true,1,1,LHS 2764a 3,315,Class III gas giant,1027,false,true,1,0.0001,1027.1019915,1027.10198636449,LHS 2764a,M (Red dwarf) Star,2,0,0.6001,V,2774,3486,1035,0.6001,LHS 2764a 3 e a,1035,Icy body,87,725.1464,-M (Red dwarf) Star-,1,true,3486,V,false
Wolf 124,33.98,false,1,1,Wolf 124 9,314,Class III gas giant,2315,false,true,1,0.0145,2303.7563835,2303.5141883791343,Wolf 124,M (Red dwarf) Star,5,0,0.5056,V,4046,2816,2316,0.5056,Wolf 124 9 h,2316,Icy body,46,2783.6416,-M (Red dwarf) Star-,1,true,2816,V,false
59 Virginis,57.26,false,2,2,59 Virginis 7,314,Class III gas giant,2833,false,true,1,0.0001,2833.3004895,2833.300475333497,59 Virginis 5,Y (Brown dwarf) Star,9,1578,0.0762,V,4504,403,1237,1.1104,59 Virginis 7 h,2815,Rocky body,160,855.6244,-G (White-Yellow) Star-Y (Brown dwarf) Star-,1,false,,,false
Bhaguti,58.44,true,1,1,Bhaguti 3,313,Class III gas giant,979,false,true,1,0.0008,979.04781,979.0474967046506,Bhaguti,M (Red dwarf) Star,5,0,0.5346,Va,12182,2850,979,0.5346,Bhaguti 3 f,979,Icy body,84,1389.2876,-M (Red dwarf) Star-,1,true,2850,Va,false
Chnouk,75.78,false,1,1,Chnouk 2,311,Class III gas giant,476,false,true,1,0.0001,476.1006705,476.10066811949656,Chnouk,M (Red dwarf) Star,5,0,0.4838,Va,7632,2920,482,0.4838,Chnouk 2 h,482,Icy body,102,2248.1833,-M (Red dwarf) Star-,1,true,2920,Va,false
WISE 1639-6847,16.28,true,0,0,WISE 1639-6847,307,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,WISE 1639-6847 6,2709,Icy body,20,3236.4392,-,0,false,,,false
9 Ceti,68.08,true,2,2,9 Ceti A 2,306,Class III gas giant,2913,false,true,3,0.1159,1.197612,1.189541157616449,9 Ceti A,G (White-Yellow) Star,0,0,1.0311,V,6456,5982,2906,1.0311,9 Ceti A 2 f,2906,Rocky body,128,1312.9689,-G (White-Yellow) Star-L (Brown dwarf) Star-,1,false,,,false
Ninsun,68.37,true,1,1,Ninsun 4,306,Class III gas giant,2377,false,true,2,0.1033,0.798408,0.7941367128587001,Ninsun,K (Yellow-Orange) Star,0,0,0.828,V,7536,4816,2383,0.828,Ninsun 4 f,2383,Icy body,90,2114.9868,-K (Yellow-Orange) Star-,1,false,,,false
Miola,79.71,true,1,1,Miola B,304,Y (Brown dwarf) Star,13935,false,false,1,0.0029,13496.0393295,13495.9825785353,Miola,G (White-Yellow) Star,0,0,1.0005,V,3960,5719,13299,1.0005,Miola B 6,13299,Icy body,41,5016.915,-G (White-Yellow) Star-,1,false,,,false
Dalia,60.59,false,1,1,Dalia 1,304,Class III gas giant,1584,false,true,1,0.0034,1580.4486359999999,1580.4395009804837,Dalia,G (White-Yellow) Star,0,0,0.8557,V,12746,5069,1589,0.8557,Dalia 1 h,1589,Icy body,107,3425.3733,-G (White-Yellow) Star-,1,false,,,false
