System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Col 285 Sector YF-O d6-74,263.80,2,2,Col 285 Sector YF-O d6-74 AB 1,130,Class I gas giant,4538,true,false,1,0.0005,6112.511847,6112.511082935971,Col 285 Sector YF-O d6-74 B,K (Yellow-Orange) Star,0,3814,0.8109,Va,9596,4596,1.0606,Col 285 Sector YF-O d6-74 AB 1 h,4499,Icy body,123,1573.6094,-G (White-Yellow) Star-K (Yellow-Orange) Star-,0,false,,,false
Col 285 Sector HJ-C b28-0,275.29,1,1,Col 285 Sector HJ-C b28-0 1,130,Class I gas giant,612,false,true,1,0.0001,612.079533,612.0795299396023,Col 285 Sector HJ-C b28-0,M (Red dwarf) Star,4,0,0.5449,Va,1952,3233,0.5449,Col 285 Sector HJ-C b28-0 1 h,610,Icy body,85,1395.5717,-M (Red dwarf) Star-,0,true,3233,Va,false
Col 285 Sector IT-G c11-13,182.20,2,2,Col 285 Sector IT-G c11-13 A 2,130,Class I gas giant,1607,false,true,2,0.0006,1607.5446075,1607.5443181419444,Col 285 Sector IT-G c11-13 A,K (Yellow-Orange) Star,0,0,0.8448,Vab,9246,4931,0.8448,Col 285 Sector IT-G c11-13 A 2 h,1607,Rocky body,113,591.9491,-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,2159,VI,false
HIP 18856,230.20,2,2,HIP 18856 A 1,129,Class I gas giant,1953,false,true,2,0.0018,1955.999799,1955.9966302777589,HIP 18856 A,K (Yellow-Orange) Star,0,0,0.7883,V,6594,4652,0.7883,HIP 18856 A 1 h,1946,Rocky body,94,827.3652,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-,0,false,,,false
Wanmi,164.41,1,1,Wanmi 1,129,Class I gas giant,952,false,true,1,0.0006,951.8520374999999,951.8518661666178,Wanmi,M (Red dwarf) Star,3,0,0.5413,Va,5742,3293,0.5413,Wanmi 1 h,942,Icy body,119,1321.547,-M (Red dwarf) Star-,1,true,3293,Va,false
BD+18 1461,106.75,1,1,BD+18 1461 2,129,Class I gas giant,784,false,true,1,0.0007,783.7871534999999,783.7869614721237,BD+18 1461,K (Yellow-Orange) Star,0,0,0.7407,V,9390,4237,0.7407,BD+18 1461 2 h,790,Icy body,85,1527.7332,-K (Yellow-Orange) Star-,1,false,,,false
Col 285 Sector PY-I c9-19,191.05,1,1,Col 285 Sector PY-I c9-19 4,129,Class I gas giant,1681,false,true,1,0,1681.247646,1681.247646,Col 285 Sector PY-I c9-19,M (Red dwarf) Star,2,0,0.7186,Va,4278,3587,0.7186,Col 285 Sector PY-I c9-19 4 h,1667,Icy body,125,2103.7478,-M (Red dwarf) Star-,0,true,3587,Va,false
Synuefe AY-F d12-116,280.73,1,1,Synuefe AY-F d12-116 7,129,Gas giant with ammonia-based life,3245,false,true,1,0.0062,3262.8938940000003,3262.8311805766753,Synuefe AY-F d12-116,F (White) Star,0,0,1.2301,Vb,1510,6751,1.2301,Synuefe AY-F d12-116 7 h,3241,Icy body,112,815.8822,-F (White) Star-,0,false,,,false
HIP 6178,255.63,4,4,HIP 6178 ABC 1,129,Class I gas giant,4579,true,false,2,0,4058.6571675,4058.6571675,HIP 6178 C,L (Brown dwarf) Star,9,2339,0.2877,V,1314,1665,1.1804,HIP 6178 ABC 1 h,4542,Icy body,110,2891.1931,-F (White) Star-M (Red dwarf) Star-L (Brown dwarf) Star-K (Yellow-Orange) Star-,0,true,3191,Va,false
Baiamara,159.55,1,1,Baiamara 4,129,Class I gas giant,1159,false,true,1,0.0003,1158.490008,1158.4899558679483,Baiamara,K (Yellow-Orange) Star,0,0,0.8604,Va,5056,4766,0.8604,Baiamara 4 h,1161,Icy body,111,1066.8156,-K (Yellow-Orange) Star-,1,false,,,false
Chanii,156.99,1,1,Chanii 6,129,Gas giant with ammonia-based life,904,false,true,1,0.0037,905.8936769999999,905.8874761365583,Chanii,M (Red dwarf) Star,5,0,0.567,Va,722,2991,0.567,Chanii 6 h,898,Icy body,116,1406.5586,-M (Red dwarf) Star-,1,true,2991,Va,false
Chaac,63.93,1,1,Chaac 2,129,Class I gas giant,622,false,true,1,0.0008,622.1095335,622.1093344249174,Chaac,M (Red dwarf) Star,6,0,0.4764,V,10212,2756,0.4764,Chaac 2 h,633,Icy body,123,1605.9816,-M (Red dwarf) Star-,1,true,2756,V,false
HIP 76256,158.25,2,2,HIP 76256 B 6,129,Gas giant with ammonia-based life,195313,false,true,2,0.0006,1343.1717585,1343.1715167290615,HIP 76256 B,K (Yellow-Orange) Star,0,194867,0.72,Vab,3828,4465,1.2492,HIP 76256 B 6 h,195308,Icy body,104,794.1168,-G (White-Yellow) Star-K (Yellow-Orange) Star-,1,false,,,false
2MASS J12274113+2614303,250.98,3,3,2MASS J12274113+2614303 AB 1,129,Class I gas giant,2581,true,false,2,0.0001,3168.1328445000004,3168.1328286593357,2MASS J12274113+2614303 B,M (Red dwarf) Star,9,1843,0.403,Va,1402,2254,0.5953,2MASS J12274113+2614303 AB 1 h,2573,Icy body,49,2197.574,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2254,Va,false
Col 285 Sector GR-U c3-13,242.66,2,2,Col 285 Sector GR-U c3-13 A 8,129,Class I gas giant,1332,false,true,2,0.0012,1331.3952405,1331.3942818950816,Col 285 Sector GR-U c3-13 A,K (Yellow-Orange) Star,0,0,0.8899,Va,5256,4786,0.8899,Col 285 Sector GR-U c3-13 A 8 h,1338,Icy body,113,872.7989,-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,2963,Va,false
Col 285 Sector RP-E c12-5,183.82,2,2,Col 285 Sector RP-E c12-5 A 6,129,Class I gas giant,2549,false,true,2,0.0222,2512.689777,2512.070523677547,Col 285 Sector RP-E c12-5 A,G (White-Yellow) Star,0,0,0.9168,Vab,690,5733,0.9168,Col 285 Sector RP-E c12-5 A 6 h,2532,Icy body,101,1185.4674,-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,3585,Va,false
HIP 6780,295.71,2,2,HIP 6780 8,129,Class I gas giant,4548,false,true,1,0.0065,4518.98928,4518.893815343104,HIP 6780 5,Y (Brown dwarf) Star,9,1897,0.1142,V,3628,624,1.1654,HIP 6780 8 h,4517,Icy body,88,1600.4984,-F (White) Star-Y (Brown dwarf) Star-,1,false,,,false
Col 285 Sector CG-O d6-67,248.78,1,1,Col 285 Sector CG-O d6-67 4,129,Class I gas giant,1857,false,true,1,0.0002,1857.496212,1857.4961748500755,Col 285 Sector CG-O d6-67,G (White-Yellow) Star,0,0,1.0487,Va,4754,5319,1.0487,Col 285 Sector CG-O d6-67 4 h,1852,Icy body,108,598.412,-G (White-Yellow) Star-,0,false,,,false
Lyncis Sector CL-Y c5,218.35,1,1,Lyncis Sector CL-Y c5 9,129,Gas giant with ammonia-based life,2456,false,true,1,0.0046,2445.7732065,2445.7473300825886,Lyncis Sector CL-Y c5,G (White-Yellow) Star,0,0,0.8851,Vab,378,5677,0.8851,Lyncis Sector CL-Y c5 9 h,2472,Icy body,93,2526.5706,-G (White-Yellow) Star-,0,false,,,false
Col 285 Sector RD-I c10-18,258.19,1,1,Col 285 Sector RD-I c10-18 8,129,Gas giant with ammonia-based life,952,false,true,1,0.0003,951.5526345000001,951.5525916801305,Col 285 Sector RD-I c10-18,M (Red dwarf) Star,2,0,0.5552,Va,298,3454,0.5552,Col 285 Sector RD-I c10-18 8 h,951,Icy body,77,1127.3494,-M (Red dwarf) Star-,0,true,3454,Va,false
Swoiwns DU-D c1-15,293.52,2,2,Swoiwns DU-D c1-15 B 8,129,Class I gas giant,39423,false,true,2,0.0007,789.0766064999999,789.0764131762077,Swoiwns DU-D c1-15 B,M (Red dwarf) Star,5,39750,0.5037,Va,600,2946,0.7917,Swoiwns DU-D c1-15 B 8 h,39432,Icy body,84,1161.2195,-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,2946,Va,false
HIP 56360,251.09,1,1,HIP 56360 2,129,Class I gas giant,4681,false,true,1,0.0153,4721.485509,4720.932850383742,HIP 56360,F (White) Star,0,0,1.0721,V,6286,6313,1.0721,HIP 56360 2 h,4678,Rocky body,103,522.1554,-F (White) Star-,0,false,,,false
Col 285 Sector IY-H c10-39,200.53,2,2,Col 285 Sector IY-H c10-39 B 1,129,Class I gas giant,211823,false,true,2,0.0019,1057.4913960000001,1057.4894872263076,Col 285 Sector IY-H c10-39 B,K (Yellow-Orange) Star,1,212880,0.6578,Va,10322,3726,0.9093,Col 285 Sector IY-H c10-39 B 1 h,211820,Icy body,91,1374.033,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-,0,false,,,false
Kisatsya,165.33,1,1,Kisatsya 6,128,Class I gas giant,471,false,true,1,0,470.960919,470.960919,Kisatsya,M (Red dwarf) Star,7,0,0.4123,Va,1288,2586,0.4123,Kisatsya 6 h,475,Icy body,120,1412.5924,-M (Red dwarf) Star-,1,true,2586,Va,false
Burok,121.60,1,1,Burok 9,128,Class I gas giant,1045,false,true,1,0.0001,1045.415475,1045.4154697729227,Burok,M (Red dwarf) Star,6,0,0.4517,Va,1826,2630,0.4517,Burok 9 h,1047,Icy body,53,1428.6672,-M (Red dwarf) Star-,1,true,2630,Va,false
Kosensei,214.99,1,1,Kosensei 2,128,Class I gas giant,673,false,true,1,0,672.5090385,672.5090385,Kosensei,M (Red dwarf) Star,6,0,0.5074,Va,5266,2609,0.5074,Kosensei 2 h,672,Icy body,180,972.129,-M (Red dwarf) Star-,1,true,2609,Va,false
Drevelli,179.05,1,1,Drevelli 2,128,Gas giant with ammonia-based life,895,false,true,1,0.0007,895.713975,895.7137555500492,Drevelli,M (Red dwarf) Star,3,0,0.615,Va,3038,3296,0.615,Drevelli 2 h,901,Icy body,77,1056.9581,-M (Red dwarf) Star-,1,true,3296,Va,false
Col 285 Sector TK-E c12-3,190.94,1,1,Col 285 Sector TK-E c12-3 6,128,Gas giant with ammonia-based life,1176,false,true,1,0.0021,1173.6098595,1173.6072716874069,Col 285 Sector TK-E c12-3,K (Yellow-Orange) Star,0,0,0.8029,Va,580,4735,0.8029,Col 285 Sector TK-E c12-3 6 h,1173,Icy body,107,804.1534,-K (Yellow-Orange) Star-,0,false,,,false
HIP 69129,162.09,1,1,HIP 69129 5,128,Class I gas giant,1735,false,true,1,0.0049,1737.136206,1737.1153515546673,HIP 69129,G (White-Yellow) Star,0,0,0.9088,V,10034,5204,0.9088,HIP 69129 5 h,1726,Icy body,93,893.5503,-G (White-Yellow) Star-,1,false,,,false
Hyades Sector KX-K b8-2,155.67,1,1,Hyades Sector KX-K b8-2 3,128,Class I gas giant,968,false,true,1,0.0007,969.0677099999999,969.067472578382,Hyades Sector KX-K b8-2,M (Red dwarf) Star,7,0,0.4299,Va,760,2518,0.4299,Hyades Sector KX-K b8-2 3 h,972,Icy body,50,1119.941,-M (Red dwarf) Star-,0,true,2518,Va,false
Col 285 Sector RP-J b11-0,249.87,1,1,Col 285 Sector RP-J b11-0 5,128,Class I gas giant,785,false,false,0,0.0005,784.835064,784.8349658956108,Col 285 Sector RP-J b11-0,M (Red dwarf) Star,5,0,0.4643,,2766,2813,0.4643,Col 285 Sector RP-J b11-0 5 h,774,Icy body,102,1132.7531,-M (Red dwarf) Star-,0,true,2813,,false
HIP 90596,151.85,4,4,HIP 90596 ABCD 1,128,Class I gas giant,5515,true,false,1,0.1072,4992.8943285,4964.122658409806,HIP 90596 C,M (Red dwarf) Star,3,2573,0.4996,Va,2208,3290,1.2461,HIP 90596 ABCD 1 h,5505,Icy body,109,2882.4829,-F (White) Star-G (White-Yellow) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,3086,Va,false
Aries Dark Region JC-V d2-82,252.51,1,1,Aries Dark Region JC-V d2-82 6,128,Class I gas giant,2856,false,true,1,0.0172,2888.24094,2887.8136797976535,Aries Dark Region JC-V d2-82,F (White) Star,0,0,1.0675,Vb,5968,6568,1.0675,Aries Dark Region JC-V d2-82 6 h,2838,Icy body,108,904.6201,-F (White) Star-,0,false,,,false
Col 285 Sector TF-M c8-11,221.34,1,1,Col 285 Sector TF-M c8-11 2,128,Class I gas giant,1092,false,false,0,0.0009,1091.3738355,1091.3733934935071,Col 285 Sector TF-M c8-11,K (Yellow-Orange) Star,0,0,0.8883,Va,12764,4491,0.8883,Col 285 Sector TF-M c8-11 2 h,1095,Icy body,110,749.444,-K (Yellow-Orange) Star-,0,false,,,false
Ariku,183.57,2,2,Ariku A 2,128,Class I gas giant,1382,false,true,2,0.0048,1375.357581,1375.3417367894037,Ariku A,K (Yellow-Orange) Star,0,0,0.9963,Va,1292,4761,0.9963,Ariku A 2 h,1389,Icy body,111,852.0866,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2271,Va,false
HIP 105821,151.64,1,1,HIP 105821 3,128,Gas giant with ammonia-based life,1979,false,true,1,0,1979.2035315,1979.2035315,HIP 105821,K (Yellow-Orange) Star,0,0,0.8302,V,9228,4802,0.8302,HIP 105821 3 h,1973,Icy body,80,2604.6536,-K (Yellow-Orange) Star-,1,false,,,false
HIP 53301,256.00,1,1,HIP 53301 12,128,Gas giant with ammonia-based life,2692,false,true,1,0.1768,3139.73946,3090.2785110589084,HIP 53301,G (White-Yellow) Star,0,0,1.2102,V,3128,7077,1.2102,HIP 53301 12 h,2704,Icy body,110,1364.8521,-G (White-Yellow) Star-,0,false,,,false
Xeret,254.67,1,1,Xeret 4,128,Class I gas giant,1949,false,true,1,0.1963,1969.4729340000001,1931.1546416940585,Xeret,G (White-Yellow) Star,0,0,1.0583,Vab,2776,5616,1.0583,Xeret 4 h,1959,Icy body,111,975.627,-G (White-Yellow) Star-,1,false,,,false
Col 285 Sector CF-I b25-0,257.08,1,1,Col 285 Sector CF-I b25-0 4,128,Class I gas giant,1513,false,true,1,0.0005,1513.681767,1513.681577789767,Col 285 Sector CF-I b25-0,M (Red dwarf) Star,4,0,0.5524,Va,10462,3117,0.5524,Col 285 Sector CF-I b25-0 4 h,1514,Icy body,55,1460.1649,-M (Red dwarf) Star-,0,true,3117,Va,false
Col 285 Sector CR-J b23-2,193.58,1,1,Col 285 Sector CR-J b23-2 3,128,Class I gas giant,1082,false,true,1,0.0074,1082.4915465,1082.461907475693,Col 285 Sector CR-J b23-2,M (Red dwarf) Star,4,0,0.5443,Va,11760,3159,0.5443,Col 285 Sector CR-J b23-2 3 h,1081,Icy body,119,1967.5679,-M (Red dwarf) Star-,0,true,3159,Va,false
HIP 1795,254.64,3,3,HIP 1795 C 4,128,Class I gas giant,25434,false,true,2,0.0094,2480.0049495,2479.8953804608973,HIP 1795 C,K (Yellow-Orange) Star,0,23068,0.7258,Va,1320,3859,1.2668,HIP 1795 C 4 h,25426,Icy body,109,1054.1859,-F (White) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2848,Va,false
Col 285 Sector CR-S b5-2,284.71,3,3,Col 285 Sector CR-S b5-2 AB 3,128,Class I gas giant,1263,true,false,2,0.0001,1281.8939445,1281.8939380905304,Col 285 Sector CR-S b5-2 B,M (Red dwarf) Star,9,53,0.3772,VI,284,2112,0.4714,Col 285 Sector CR-S b5-2 AB 3 h,1276,Icy body,57,1943.5863,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2112,VI,false
Synuefe WR-H d11-78,280.60,3,3,Synuefe WR-H d11-78 A 9,128,Gas giant with ammonia-based life,2182,false,true,2,0.0038,2189.733741,2189.717931065316,Synuefe WR-H d11-78 A,G (White-Yellow) Star,0,0,0.939,Vab,2058,5494,0.939,Synuefe WR-H d11-78 A 9 h,2172,Icy body,102,1624.5306,-G (White-Yellow) Star-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,2747,Va,false
Mant,156.13,2,2,Mant A 4,127,Class I gas giant,2065,false,true,2,0.0011,2066.778909,2066.777658598382,Mant A,G (White-Yellow) Star,0,0,0.9081,Vab,4234,5426,0.9081,Mant A 4 h,2069,Icy body,102,878.389,-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,2398,Va,false
Nu Goryni,85.16,1,1,Nu Goryni 1,127,Class I gas giant,1699,false,true,1,0.0001,1698.7627215,1698.7627130061862,Nu Goryni,M (Red dwarf) Star,3,0,0.6449,Va,4258,3279,0.6449,Nu Goryni 1 h,1695,Icy body,61,854.6829,-M (Red dwarf) Star-,1,true,3279,Va,false
Hyades Sector FB-W b2-4,218.31,1,1,Hyades Sector FB-W b2-4 4,127,Gas giant with ammonia-based life,1146,false,true,1,0.0001,1145.515878,1145.5158722724204,Hyades Sector FB-W b2-4,M (Red dwarf) Star,4,0,0.5281,Va,10174,3146,0.5281,Hyades Sector FB-W b2-4 4 h,1138,Icy body,103,1230.7025,-M (Red dwarf) Star-,0,true,3146,Va,false
Hupako,93.43,1,1,Hupako 9,127,Class I gas giant,877,false,true,1,0.0036,878.049198,878.0435082227621,Hupako,M (Red dwarf) Star,7,0,0.4839,Va,270,2549,0.4839,Hupako 9 h,879,Icy body,57,2638.5229,-M (Red dwarf) Star-,1,true,2549,Va,false
Col 285 Sector GE-V b17-2,185.21,1,1,Col 285 Sector GE-V b17-2 1,127,Class I gas giant,1026,false,true,1,0.0063,1032.441345,1032.4208559982044,Col 285 Sector GE-V b17-2,M (Red dwarf) Star,6,0,0.4021,Va,3846,2722,0.4021,Col 285 Sector GE-V b17-2 1 h,1052,Icy body,51,1924.2235,-M (Red dwarf) Star-,0,true,2722,Va,false
Khasiri,115.49,3,3,Khasiri BC 5,127,Class I gas giant,50428,true,false,2,0.001,2068.3258244999997,2068.324790336829,Khasiri C,M (Red dwarf) Star,4,49502,0.5809,Va,1048,3128,0.9663,Khasiri BC 5 h,50452,Icy body,89,2559.7329,-K (Yellow-Orange) Star-M (Red dwarf) Star-G (White-Yellow) Star-,1,true,3128,Va,false
27 Kappa Persei,112.75,2,2,27 Kappa Persei B 4,127,Class I gas giant,469752,false,true,2,0.0223,1862.186859,1861.7237779698933,27 Kappa Persei B,K (Yellow-Orange) Star,0,469394,0.8189,Va,11490,4892,9.3977,27 Kappa Persei B 4 h,469748,Rocky body,121,474.137,-K (Yellow-Orange) Star-G (White-Yellow) Star-,1,false,,,false
Col 285 Sector BG-W c2-5,284.73,2,2,Col 285 Sector BG-W c2-5 A 11,127,Class I gas giant,1184,false,true,2,0.0046,1188.230706,1188.2181344526268,Col 285 Sector BG-W c2-5 A,M (Red dwarf) Star,2,0,0.6074,Va,422,3527,0.6074,Col 285 Sector BG-W c2-5 A 11 h,1176,Icy body,76,1386.1156,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,3527,Va,false
Meropis,155.76,1,1,Meropis 6,127,Class I gas giant,649,false,true,1,0.0002,649.1556045,649.1555915168877,Meropis,K (Yellow-Orange) Star,0,0,0.7628,V,7090,4336,0.7628,Meropis 6 h,646,Rocky body,128,480.9129,-K (Yellow-Orange) Star-,1,false,,,false
Tucanae Sector EG-W b2-4,267.45,1,1,Tucanae Sector EG-W b2-4 9,127,Class I gas giant,983,false,true,1,0.0009,983.9879595,983.9875609847957,Tucanae Sector EG-W b2-4,M (Red dwarf) Star,7,0,0.4318,Va,7098,2558,0.4318,Tucanae Sector EG-W b2-4 9 h,995,Icy body,52,1808.085,-M (Red dwarf) Star-,0,true,2558,Va,false
Merek,148.79,1,1,Merek 3,127,Class I gas giant,2950,false,true,1,0.0363,2964.8382075,2962.884194763231,Merek,K (Yellow-Orange) Star,0,0,0.8269,Va,5296,4825,0.8269,Merek 3 h,2953,Rocky body,82,646.0703,-K (Yellow-Orange) Star-,1,false,,,false
Yu Kop,133.47,3,3,Yu Kop C 2,127,Class I gas giant,335373,false,true,2,0.0003,766.9207845,766.9207499885639,Yu Kop C,M (Red dwarf) Star,3,334646,0.5633,Va,4750,3267,0.8867,Yu Kop C 2 h,335382,Icy body,86,1292.728,-G (White-Yellow) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3267,Va,false
Pegasi Sector NN-T c3-18,175.40,1,1,Pegasi Sector NN-T c3-18 8,127,Class I gas giant,1104,false,true,1,0.0035,1102.102443,1102.0956926018634,Pegasi Sector NN-T c3-18,K (Yellow-Orange) Star,0,0,0.7971,Va,388,4588,0.7971,Pegasi Sector NN-T c3-18 8 h,1107,Icy body,112,5093.0142,-K (Yellow-Orange) Star-,1,false,,,false
Col 285 Sector ZH-F b26-3,209.34,1,1,Col 285 Sector ZH-F b26-3 6,127,Class I gas giant,965,false,true,1,0.0006,965.1255705,965.1253967773816,Col 285 Sector ZH-F b26-3,M (Red dwarf) Star,4,0,0.4889,Va,632,3173,0.4889,Col 285 Sector ZH-F b26-3 6 h,976,Icy body,107,1167.8586,-M (Red dwarf) Star-,0,true,3173,Va,false
HIP 32280,253.26,2,2,HIP 32280 A 13,127,Class I gas giant,3795,false,true,2,0.007,3779.164467,3779.0718763363093,HIP 32280 A,F (White) Star,0,0,1.2086,V,418,7102,1.2086,HIP 32280 A 13 h,3793,Rocky body,127,561.6354,-F (White) Star-K (Yellow-Orange) Star-,0,false,,,false
Col 285 Sector ME-L b23-1,190.24,1,1,Col 285 Sector ME-L b23-1 1,127,Class I gas giant,728,false,true,1,0,728.148096,728.148096,Col 285 Sector ME-L b23-1,M (Red dwarf) Star,4,0,0.5134,Va,2276,3197,0.5134,Col 285 Sector ME-L b23-1 1 h,738,Icy body,76,984.2954,-M (Red dwarf) Star-,0,true,3197,Va,false
Col 285 Sector HK-K b23-7,221.67,3,3,Col 285 Sector HK-K b23-7 AB 3,127,Class I gas giant,1391,true,false,2,0.0114,1379.549223,1379.4595769787957,Col 285 Sector HK-K b23-7 B,L (Brown dwarf) Star,9,83,0.2645,V,9964,1846,0.6224,Col 285 Sector HK-K b23-7 AB 3 h,1395,Icy body,113,1354.1737,-M (Red dwarf) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,0,true,2356,Va,false
Col 285 Sector HY-H c10-21,271.58,3,3,Col 285 Sector HY-H c10-21 A 5,127,Class I gas giant,3037,false,true,2,0.0006,3036.046221,3036.0456745116308,Col 285 Sector HY-H c10-21 A,G (White-Yellow) Star,0,0,1.003,Vab,2822,5799,1.003,Col 285 Sector HY-H c10-21 A 5 h,3032,Rocky body,114,510.596,-G (White-Yellow) Star-M (Red dwarf) Star-K (Yellow-Orange) Star-,0,true,3093,Va,false
Col 285 Sector AX-A c14-2,253.46,2,2,Col 285 Sector AX-A c14-2 A 12,127,Class I gas giant,2622,false,true,2,0.0239,2662.3912769999997,2661.6307761223925,Col 285 Sector AX-A c14-2 A,K (Yellow-Orange) Star,0,0,0.7502,Vz,238,4339,0.7502,Col 285 Sector AX-A c14-2 A 12 h,2595,Icy body,142,2681.7478,-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,3501,Vz,false
Col 285 Sector FJ-E b26-7,240.39,1,1,Col 285 Sector FJ-E b26-7 4,126,Gas giant with ammonia-based life,827,false,true,1,0.0006,827.050887,827.050738130827,Col 285 Sector FJ-E b26-7,M (Red dwarf) Star,5,0,0.492,Va,5520,2874,0.492,Col 285 Sector FJ-E b26-7 4 h,823,Icy body,178,996.7064,-M (Red dwarf) Star-,0,true,2874,Va,false
Yum Chayuu,141.00,2,2,Yum Chayuu A 1,126,Class I gas giant,858,false,true,2,0.0006,858.9373065,858.9371518912709,Yum Chayuu A,M (Red dwarf) Star,2,0,0.623,Va,2448,3442,0.623,Yum Chayuu A 1 h,849,Icy body,84,788.9589,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2132,VI,false
HIP 455,225.43,3,3,HIP 455 A 3,126,Class I gas giant,725,false,true,3,0.0009,724.3057575,724.3054641561088,HIP 455 A,M (Red dwarf) Star,2,0,0.5966,V,3088,3433,0.5966,HIP 455 A 3 h,727,Icy body,99,993.1667,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2029,VI,false
HIP 111081,159.14,1,1,HIP 111081 3,126,Class I gas giant,2680,false,true,1,0.0185,2725.4156085000004,2724.949181841949,HIP 111081,F (White) Star,0,0,1.1265,V,2840,6749,1.1265,HIP 111081 3 h,2694,Icy body,110,518.5128,-F (White) Star-,0,false,,,false
HIP 4954,236.36,2,2,HIP 4954 A 8,126,Class I gas giant,1972,false,true,2,0,1972.3172625,1972.3172625,HIP 4954 A,G (White-Yellow) Star,0,0,1.0203,IV,9566,5831,1.0203,HIP 4954 A 8 h,1981,Icy body,97,2873.7329,-G (White-Yellow) Star-M (Red dwarf) Star-,0,true,3129,Va,false
T'u Tu,159.29,2,2,T'u Tu AB 1,126,Class I gas giant,3506,true,false,2,0.0507,2.1457215,2.142961947679259,T'u Tu B,M (Red dwarf) Star,7,1885,0.4017,Va,2102,2523,0.6047,T'u Tu AB 1 h,3511,Icy body,59,1486.217,-M (Red dwarf) Star-K (Yellow-Orange) Star-,1,true,2523,Va,false
Iah Lanitei,95.57,5,5,Iah Lanitei ABC 3,126,Class I gas giant,2724,true,false,2,0.0107,2539.4364450000003,2539.2910707996143,Iah Lanitei C,K (Yellow-Orange) Star,0,631,0.7222,Va,5038,4120,0.974,Iah Lanitei ABC 3 h,2730,Icy body,98,807.7149,-K (Yellow-Orange) Star-L (Brown dwarf) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2626,Va,false
Wolf 903,147.26,2,2,Wolf 903 A 5,126,Class I gas giant,2005,false,true,2,0.0129,2013.9342795,2013.766703126388,Wolf 903 A,G (White-Yellow) Star,0,0,0.9245,V,10120,5313,0.9245,Wolf 903 A 5 h,1999,Icy body,102,845.4927,-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,2780,Va,false
LHS 2524,113.66,3,3,LHS 2524 B 2,126,Class I gas giant,338422,false,true,2,0.0033,1070.465526,1070.4596972993422,LHS 2524 B,K (Yellow-Orange) Star,0,339331,0.6768,Va,6944,4108,1.0351,LHS 2524 B 2 h,338400,Icy body,97,680.1543,-Y (Brown dwarf) Star-K (Yellow-Orange) Star-G (White-Yellow) Star-,1,false,,,false
HIP 53509,135.99,1,1,HIP 53509 3,126,Class I gas giant,2233,false,true,1,0.0053,2225.5123995,2225.4811419588414,HIP 53509,G (White-Yellow) Star,0,0,1.0173,V,4504,5953,1.0173,HIP 53509 3 h,2240,Icy body,102,953.8607,-G (White-Yellow) Star-,1,false,,,false
Hyades Sector FB-X d1-61,179.19,4,4,Hyades Sector FB-X d1-61 A 5,126,Gas giant with ammonia-based life,5158,false,true,2,0.0013,5163.404337,5163.399973921491,Hyades Sector FB-X d1-61 A,F (White) Star,0,0,1.1061,Vb,1090,6456,1.1061,Hyades Sector FB-X d1-61 A 5 h,5158,Rocky Ice world,98,720.6413,-F (White) Star-M (Red dwarf) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,2243,Va,false
