===== PARAMETERS =====
Total rows : 5415
Reference system: Sol
Area of search : 1000 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
Synuefe LD-J b42-0,871.56,1,1,Synuefe LD-J b42-0 8,87,Class I gas giant,512.7501,false,true,1,0.0001,512.8274385,512.8274359358628,Synuefe LD-J b42-0,M (Red dwarf) Star,9,0,0.3629,VI,878,0.3629,false,2126,Synuefe LD-J b42-0 8 g,514.0427,Icy body,52,1846.7278
Sedia,98.61,3,1,Sedia A 4,87,Class I gas giant,3044.3491,false,true,2,0.0088,3064.988511,3064.869832347191,Sedia A,M (Red dwarf) Star,5,0,0.5807,Va,5162,0.5807,false,3051,Sedia A 4 g,3083.9297,Icy body,39,2027.2936
Praea Euq HI-Y b2-1,459.63,2,1,Praea Euq HI-Y b2-1 A 9,87,Class I gas giant,927.5618,false,false,0,0.0006,927.9995984999999,927.9994314600572,Praea Euq HI-Y b2-1 A,M (Red dwarf) Star,9,0,0.4392,Vz,236,0.4392,false,2318,Praea Euq HI-Y b2-1 A 9 g,923.4056,Icy body,48,1463.7166
Swoilz LO-X d2-107,557.54,2,1,Swoilz LO-X d2-107 A 6,87,Class I gas giant,1932,false,false,0,0.0019,1934.6922855,1934.688793377273,Swoilz LO-X d2-107 B,M (Red dwarf) Star,2,391151,0.5973,,1178,0.5973,false,3494,Swoilz LO-X d2-107 A 6 h,1938,Icy body,74,839.8128
Swoilz CO-X b6-3,650.56,1,1,Swoilz CO-X b6-3 4,87,Class I gas giant,1680,false,false,0,0.0009,1678.7526209999999,1678.7519411050507,Swoilz CO-X b6-3,M (Red dwarf) Star,2,0,0.515,,11282,0.515,false,3438,Swoilz CO-X b6-3 4 h,1665,Icy body,53,844.5878
Synuefe UA-X b34-4,688.40,1,1,Synuefe UA-X b34-4 2,87,Class I gas giant,1387,false,false,0,0.0002,1386.2857904999998,1386.2857627742837,Synuefe UA-X b34-4,M (Red dwarf) Star,3,0,0.5701,,7836,0.5701,false,3329,Synuefe UA-X b34-4 2 g,1391,Icy body,60,1389.1871
Synuefe UA-X b34-4,688.40,1,1,Synuefe UA-X b34-4 3,87,Class I gas giant,1826,false,false,0,0.0009,1826.8074044999998,1826.8066646428513,Synuefe UA-X b34-4,M (Red dwarf) Star,3,0,0.5701,,7836,0.5701,false,3329,Synuefe UA-X b34-4 3 h,1832,Icy body,52,1431.2072
Synuefe BI-N b38-1,662.70,3,2,Synuefe BI-N b38-1 BC 2,87,Class I gas giant,293091.4062,true,false,0,0.0005,1000.6048259999999,1000.604700924389,Synuefe BI-N b38-1 B,M (Red dwarf) Star,9,292268,0.4103,,12088,0.5443,false,2321,Synuefe BI-N b38-1 BC 2 h,293102.7188,Icy body,46,1560.2307
Wregoe BS-U b16-0,986.47,1,1,Wregoe BS-U b16-0 5,87,Class I gas giant,1307.927,false,false,0,0.0025,1305.9459855,1305.9419044124188,Wregoe BS-U b16-0,M (Red dwarf) Star,6,0,0.5035,Va,960,0.5035,false,2639,Wregoe BS-U b16-0 5 g,1291.4854,Icy body,46,964.5839
Synuefai QS-K b41-2,407.97,1,1,Synuefai QS-K b41-2 5,87,Class I gas giant,1434.8506,false,true,1,0.0006,1435.238181,1435.237922657104,Synuefai QS-K b41-2,M (Red dwarf) Star,1,0,0.5998,Va,6528,0.5998,false,3699,Synuefai QS-K b41-2 5 g a,1423.8268,Icy body,154,581.0923
Col 359 Sector LQ-M b8-2,521.34,1,1,Col 359 Sector LQ-M b8-2 3,87,Class I gas giant,698.356,false,false,0,0.0018,698.008194,698.0070632258098,Col 359 Sector LQ-M b8-2,M (Red dwarf) Star,5,0,0.5253,Va,10492,0.5253,false,2997,Col 359 Sector LQ-M b8-2 3 h,689.3983,Icy body,109,905.8619
Wredguia GV-Z b41-0,963.25,1,1,Wredguia GV-Z b41-0 9,87,Class I gas giant,1105,false,false,0,0,1105.1463735,1105.1463735,Wredguia GV-Z b41-0,M (Red dwarf) Star,6,0,0.4333,,1208,0.4333,false,2693,Wredguia GV-Z b41-0 9 h,1114,Icy body,48,724.5487
Stock 2 Sector SP-F b11-1,973.34,2,2,Stock 2 Sector SP-F b11-1 A 1,87,Class I gas giant,795.1699,false,false,0,0.0016,795.513771,795.5127527417214,Stock 2 Sector SP-F b11-1 A,M (Red dwarf) Star,5,0,0.5097,,8518,0.5097,false,2922,Stock 2 Sector SP-F b11-1 A 1 h,803.0999,Icy body,107,772.5442
Synuefai EC-N b39-1,741.74,1,1,Synuefai EC-N b39-1 1,87,Class I gas giant,524.0067,false,true,1,0.0011,524.254653,524.254335825839,Synuefai EC-N b39-1,M (Red dwarf) Star,9,0,0.3881,VI,11742,0.3881,false,2016,Synuefai EC-N b39-1 1 g,520.8138,Icy body,50,1278.5171
Praea Euq LP-H b10-1,687.95,1,1,Praea Euq LP-H b10-1 6,87,Class I gas giant,1321.8788,false,true,1,0.0063,1329.6986235,1329.6722353689777,Praea Euq LP-H b10-1,M (Red dwarf) Star,6,0,0.4826,Va,674,0.4826,false,2666,Praea Euq LP-H b10-1 6 g a,1313.3218,Icy body,46,566.7229
Synuefe TL-L b41-6,716.44,1,1,Synuefe TL-L b41-6 3,87,Class I gas giant,1278.7533,false,false,0,0.0001,1278.7003124999999,1278.7003061064981,Synuefe TL-L b41-6,M (Red dwarf) Star,6,0,0.5114,Va,4868,0.5114,false,2742,Synuefe TL-L b41-6 3 h,1286.3989,Icy body,49,1061.6331
Wregoe VT-Y b56-4,709.62,1,1,Wregoe VT-Y b56-4 1,87,Class I gas giant,1533.7168,false,true,1,0.1382,1738.2839175,1721.6039389482014,Wregoe VT-Y b56-4,M (Red dwarf) Star,5,0,0.5401,Va,2922,0.5401,false,2852,Wregoe VT-Y b56-4 1 h,1524.5844,Icy body,46,1044.9238
Wregoe VK-V b45-0,535.24,3,2,Wregoe VK-V b45-0 ABC 1,87,Class I gas giant,3437.9536,true,false,1,0,3145.8772215,3145.8772215,Wregoe VK-V b45-0 B,M (Red dwarf) Star,9,1602.7672,0.3708,Va,2698,0.5409,false,2255,Wregoe VK-V b45-0 ABC 1 h,3447.1541,Icy body,41,4573.7441
Mel 111 Sector FQ-P b5-0,232.34,2,2,Mel 111 Sector FQ-P b5-0 B 1,86,Class I gas giant,28338,false,false,0,0.0003,1095.6153780000002,1095.615328697307,Mel 111 Sector FQ-P b5-0 B,M (Red dwarf) Star,6,28377,0.4672,,11314,0.5581,false,2749,Mel 111 Sector FQ-P b5-0 B 1 h,28347,Icy body,100,1057.2676
Col 285 Sector BG-W c2-5,284.73,2,1,Col 285 Sector BG-W c2-5 A 12,86,Class I gas giant,1703.3342,false,true,2,0.0077,1714.181976,1714.1311583220654,Col 285 Sector BG-W c2-5 A,M (Red dwarf) Star,2,0,0.6074,Va,422,0.6074,false,3527,Col 285 Sector BG-W c2-5 A 12 h,1702.6718,Icy body,94,774.583
Hyades Sector CQ-Y d27,213.87,3,1,Hyades Sector CQ-Y d27 BC 1,86,Class I gas giant,36456.9453,true,false,2,0.0005,2437.5895245,2437.5892198012903,Hyades Sector CQ-Y d27 B,M (Red dwarf) Star,5,35614.0117,0.5278,Va,1360,0.5278,false,2824,Hyades Sector CQ-Y d27 BC 1 h,36527.9609,Icy body,98,897.7831
HIP 111486,219.51,3,1,HIP 111486 A 3,86,Class I gas giant,7306.3472,false,false,0,0.0106,7232.778072,7232.371723113255,HIP 111486 C,M (Red dwarf) Star,4,321695.8438,0.6478,Va,7144,0.6478,false,3129,HIP 111486 A 3 h,7303.6475,Rocky body,87,547.6881
Mahau,169.76,2,1,Mahau AB 2,86,Class I gas giant,4113.6904,true,false,1,0.052,4260.5545905,4254.790421477731,Mahau B,M (Red dwarf) Star,8,1338.8351,0.4028,Va,2216,0.4028,false,2460,Mahau AB 2 g a,4115.9692,Icy body,155,666.7485
Col 285 Sector KV-Z b28-10,273.72,1,1,Col 285 Sector KV-Z b28-10 9,86,Class I gas giant,1224.8257,false,true,1,0.0023,1222.5622500000002,1222.5590163185723,Col 285 Sector KV-Z b28-10,M (Red dwarf) Star,5,0,0.5432,Va,520,0.5432,false,2945,Col 285 Sector KV-Z b28-10 9 h,1217.9198,Icy body,55,1460.2445
Col 285 Sector AR-J b23-2,185.70,1,1,Col 285 Sector AR-J b23-2 4,86,Class I gas giant,2083.5698,false,true,1,0.02,2102.5575675,2102.137013926936,Col 285 Sector AR-J b23-2,M (Red dwarf) Star,6,0,0.4484,Va,888,0.4484,false,2688,Col 285 Sector AR-J b23-2 4 g a,2062.7463,Icy body,39,594.6041
Talarhulyms,148.22,1,1,Talarhulyms 2,86,Class I gas giant,2115.3071,false,true,1,0.0061,2119.8231405,2119.7837008235797,Talarhulyms,M (Red dwarf) Star,9,0,0.3457,Va,12658,0.3457,false,2260,Talarhulyms 2 g,2112.7866,Icy body,30,1950.9061
Runapa,149.54,2,1,Runapa B 9,86,Class I gas giant,28571.3926,false,true,2,0.0011,1342.4731515,1342.4723393034978,Runapa B,M (Red dwarf) Star,6,29390.3613,0.4586,Va,9984,0.4586,false,2752,Runapa B 9 h,28568.5488,Icy body,107,966.19
K'uei Zu,191.97,2,1,K'uei Zu A 9,86,Class I gas giant,2390.1257,false,true,2,0.0224,2389.4854425,2388.885893175282,K'uei Zu B,M (Red dwarf) Star,9,46074.4883,0.3661,VI,482,0.3661,false,2167,K'uei Zu A 9 h,2394.4229,Icy body,77,988.2632
LBN 623 Sector XJ-R b4-2,606.76,2,1,LBN 623 Sector XJ-R b4-2 A 9,86,Class I gas giant,1087,false,false,0,0.0011,1085.4855765,1085.4849197810277,LBN 623 Sector XJ-R b4-2 A,M (Red dwarf) Star,3,0,0.5545,Va,352,0.5545,false,3371,LBN 623 Sector XJ-R b4-2 A 9 h,1106,Icy body,115,1506.0931
Kuwemaki,263.97,3,1,Kuwemaki ABC 2,86,Class I gas giant,2306.1572,true,false,1,0.0081,2435.5935044999997,2435.5136035444875,Kuwemaki B,M (Red dwarf) Star,5,459.1235,0.5879,Va,946,0.5879,false,3036,Kuwemaki ABC 2 h,2311.4587,Icy body,73,580.4361
Synuefai PK-Y c17-3,374.08,1,1,Synuefai PK-Y c17-3 13,86,Class I gas giant,1473.1267,false,true,1,0.0095,1472.3142524999998,1472.2478128202767,Synuefai PK-Y c17-3,M (Red dwarf) Star,2,0,0.6355,Vz,238,0.6355,false,3513,Synuefai PK-Y c17-3 13 h,1473.2234,Icy body,171,1006.0648
Col 285 Sector IK-I b25-3,224.21,1,1,Col 285 Sector IK-I b25-3 11,86,Class I gas giant,1134.1577,false,true,1,0.0002,1133.8890615,1133.8890388222187,Col 285 Sector IK-I b25-3,M (Red dwarf) Star,1,0,0.5632,Va,372,0.5632,false,3666,Col 285 Sector IK-I b25-3 11 h,1136.077,Icy body,109,942.7456
Pola,152.24,2,1,Pola B 6,86,Class I gas giant,34067.2734,false,true,2,0.0044,1272.562551,1272.5502325348846,Pola B,M (Red dwarf) Star,6,35343.3789,0.5172,Va,5240,0.5172,false,2626,Pola B 6 h,34062.582,Icy body,107,1327.8269
Praea Euq SO-Q b5-5,353.64,1,1,Praea Euq SO-Q b5-5 13,86,Class I gas giant,1168.8435,false,true,1,0.0017,1169.66772,1169.6660298289232,Praea Euq SO-Q b5-5,M (Red dwarf) Star,5,0,0.5997,Va,356,0.5997,false,3032,Praea Euq SO-Q b5-5 13 f,1156.6753,Icy body,60,1451.064
HIP 86534,136.93,2,1,HIP 86534 A 4,86,Class I gas giant,2199.0425,false,true,2,0.0029,2193.1269749999997,2193.1177528816806,HIP 86534 B,M (Red dwarf) Star,4,232200.8125,0.6004,Va,9900,0.6004,false,3197,HIP 86534 A 4 h,2198.2354,Icy body,109,782.4446
Synuefe XV-C c29-20,368.88,2,1,Synuefe XV-C c29-20 A 17,86,Class I gas giant,2812.3101,false,true,2,0.0007,2812.292379,2812.2916899882825,Synuefe XV-C c29-20 B,M (Red dwarf) Star,2,109691.6484,0.6334,Va,252,0.6334,false,3514,Synuefe XV-C c29-20 A 17 g a,2807.1482,Icy body,134,528.3096
Gridge,168.59,1,1,Gridge 13,86,Class I gas giant,1710.4696,false,true,1,0.0008,1711.8366525,1711.8361047121834,Gridge,M (Red dwarf) Star,4,0,0.6335,Va,436,0.6335,false,3212,Gridge 13 f a,1723.485,Icy body,54,886.0003
Hyades Sector LB-X b1-1,273.37,4,1,Hyades Sector LB-X b1-1 ABCD 5,86,Class I gas giant,3045,true,false,0,0.0002,3152.014983,3152.0149199596995,Hyades Sector LB-X b1-1 A,M (Red dwarf) Star,3,0,0.5383,Va,12434,0.5383,false,3298,Hyades Sector LB-X b1-1 ABCD 5 g a,3048,Icy body,41,964.9876
Synuefe TI-D b31-0,878.82,1,1,Synuefe TI-D b31-0 3,86,Class I gas giant,1422,false,false,0,0.0048,1419.0205185,1419.0041712894665,Synuefe TI-D b31-0,M (Red dwarf) Star,5,0,0.4601,,11882,0.4601,false,2976,Synuefe TI-D b31-0 3 g,1427,Icy body,48,1125.0472
HIP 58413,696.93,3,2,HIP 58413 C 10,86,Class I gas giant,106173,false,false,0,0.0005,823.657653,823.657550042787,HIP 58413 C,M (Red dwarf) Star,9,106011,0.3571,,4644,0.5654,false,2061,HIP 58413 C 10 h,106165,Icy body,103,791.471
Coalsack Sector GL-X b1-6,522.11,2,1,Coalsack Sector GL-X b1-6 A 1,86,Class I gas giant,719.1192,false,false,0,0,719.1161055,719.1161055,Coalsack Sector GL-X b1-6 A,M (Red dwarf) Star,8,0,0.4836,,1510,0.4836,false,2420,Coalsack Sector GL-X b1-6 A 1 h,726.527,Icy body,59,1158.3794
Swoiwns QS-Q b7-0,899.49,1,1,Swoiwns QS-Q b7-0 8,86,Class I gas giant,835,false,false,0,0.0002,835.1846684999999,835.1846517963064,Swoiwns QS-Q b7-0,M (Red giant) Star,9,0,0.4603,,4674,0.4603,false,2318,Swoiwns QS-Q b7-0 8 h,827,Icy body,49,1104.5061
Col 359 Sector NZ-S b32-1,893.14,1,1,Col 359 Sector NZ-S b32-1 A 1,86,Class I gas giant,1271.8928,false,false,0,0.0055,1278.8999145,1278.8805709925068,Col 359 Sector NZ-S b32-1 A,M (Red dwarf) Star,6,0,0.4649,Va,8216,0.4649,false,2640,Col 359 Sector NZ-S b32-1 A 1 h,1280.6028,Icy body,49,1448.1869
Praea Euq LE-V b30-4,984.62,2,2,Praea Euq LE-V b30-4 A 13,86,Class I gas giant,1482.7441,false,false,0,0.0072,1485.7873875,1485.7488753917926,Praea Euq LE-V b30-4 A,M (Red dwarf) Star,2,0,0.5922,,266,0.5922,false,3589,Praea Euq LE-V b30-4 A 13 h,1474,Icy body,75,719.9661
HIP 78758,331.44,3,1,HIP 78758 ABC 1,86,Class I gas giant,4408.1138,true,false,1,0.002,5136.3083655,5136.298092872997,HIP 78758 B,M (Red dwarf) Star,5,2859.2041,0.4579,Va,3260,0.4579,false,2825,HIP 78758 ABC 1 h,4426.1777,Icy body,113,1574.8401
Synuefe AF-E b45-1,493.69,3,2,Synuefe AF-E b45-1 BC 1,86,Class I gas giant,65503.7734,true,false,2,0.0001,608.7861,608.7860969560694,Synuefe AF-E b45-1 B,M (Red dwarf) Star,9,64945.0547,0.3657,VI,1556,0.6047,false,2084,Synuefe AF-E b45-1 BC 1 h,65511.5781,Icy body,55,1159.7456
Synuefe HY-F d12-43,866.78,3,2,Synuefe HY-F d12-43 C 5,86,Class I gas giant,139746.5469,false,false,0,0.0098,2221.470459,2221.3637814271688,Synuefe HY-F d12-43 C,M (Red dwarf) Star,4,141000.7344,0.5558,,1292,0.5558,false,3155,Synuefe HY-F d12-43 C 5 g,139755.4531,Icy body,59,1154.7365
Col 173 Sector AZ-U c17-17,948.67,1,1,Col 173 Sector AZ-U c17-17 A 5,86,Class I gas giant,1732.1094,false,true,2,0.0003,1732.2958574999998,1732.2957795466843,Col 173 Sector AZ-U c17-17 A,M (Red dwarf) Star,2,0,0.5722,Va,1764,0.5722,false,3481,Col 173 Sector AZ-U c17-17 A 5 g,1740.8868,Icy body,58,1064.3833
Praea Euq YK-D b13-3,596.41,2,1,Praea Euq YK-D b13-3 A 1,86,Class I gas giant,915.3246,false,false,0,0.0006,915.075369,915.0752042864189,Praea Euq YK-D b13-3 A,M (Red dwarf) Star,6,0,0.4935,,11868,0.4935,false,2787,Praea Euq YK-D b13-3 A 1 f,902.1056,Icy body,59,1151.7776
Wredguia OJ-Y b44-0,553.82,1,1,Wredguia OJ-Y b44-0 4,86,Class I gas giant,1100.7977,false,true,1,0.0014,1102.3020450000001,1102.3009647434667,Wredguia OJ-Y b44-0,M (Red dwarf) Star,9,0,0.4138,Va,6874,0.4138,false,2381,Wredguia OJ-Y b44-0 4 h,1110.1494,Icy body,43,1147.4041
Col 285 Sector OS-T d3-143,178.21,2,2,Col 285 Sector OS-T d3-143 AB 2,85,Class I gas giant,1689.8942,true,false,1,0.0001,1908.2450205,1908.2450109587749,Col 285 Sector OS-T d3-143 B,M (Red dwarf) Star,6,773.5294,0.4691,Va,1114,0.6648,false,2656,Col 285 Sector OS-T d3-143 AB 2 h,1712.8126,Icy body,58,4108.7158
Jongo,217.14,1,1,Jongo 3,85,Class I gas giant,3634.3779,false,true,1,0.0013,3638.4949575,3638.491882970462,Jongo,M (Red dwarf) Star,1,0,0.5496,Va,2584,0.5496,false,3653,Jongo 3 g,3631.5999,Icy body,41,1550.0277
Wregoe GY-H c23-27,356.42,2,1,Wregoe GY-H c23-27 B 2,85,Class I gas giant,43606.2891,false,true,2,0.0003,711.181926,711.1818939968126,Wregoe GY-H c23-27 B,M (Red dwarf) Star,8,44304.5781,0.4054,Va,5172,0.4054,false,2494,Wregoe GY-H c23-27 B 2 f a,43608.1484,Icy body,142,628.3722
Belalis,143.57,1,1,Belalis 1,85,Class I gas giant,954.9299,false,true,1,0.0001,954.8959679999999,954.8959632255201,Belalis,M (Red dwarf) Star,6,0,0.45,Va,9868,0.45,false,2611,Belalis 1 h,966.9559,Icy body,50,852.2943
Taurus Dark Region KR-W c1-5,490.24,1,1,Taurus Dark Region KR-W c1-5 3,85,Class I gas giant,1497.5503,false,true,1,0.0208,1494.4700745,1494.146755759546,Taurus Dark Region KR-W c1-5,M (Red dwarf) Star,2,0,0.6693,Va,1862,0.6693,false,3536,Taurus Dark Region KR-W c1-5 3 g,1504.9899,Icy body,103,1040.4594
HIP 77179,163.96,2,1,HIP 77179 AB 2,85,Class I gas giant,2496.0017,true,false,1,0.0003,2652.910182,2652.910062619039,HIP 77179 B,M (Red dwarf) Star,9,687.0743,0.3182,VI,11128,0.3182,false,2073,HIP 77179 AB 2 h,2971,Icy body,74,816.6835
Arietis Sector YJ-A c21,237.61,2,1,Arietis Sector YJ-A c21 AB 1,85,Class I gas giant,2918.4587,true,false,2,0.0311,38.273683500000004,38.255169677519426,Arietis Sector YJ-A c21 B,M (Red dwarf) Star,9,1155.3202,0.3844,Va,2466,0.3844,false,2231,Arietis Sector YJ-A c21 AB 1 h,2913.9089,Icy body,163,811.244
Mambo,168.81,2,1,Mambo B 5,85,Class I gas giant,128556.0391,false,true,2,0.0028,1931.5984545,1931.5908826192174,Mambo B,M (Red dwarf) Star,5,129534.0391,0.5091,Va,2996,0.5091,false,2831,Mambo B 5 h,128548.6875,Icy body,52,776.7894
Nyikamana,108.86,2,1,Nyikamana B 2,85,Class I gas giant,84177.625,false,true,2,0.0001,1202.1030449999998,1202.1030389894845,Nyikamana B,M (Red dwarf) Star,6,84061.0078,0.439,Va,3454,0.439,false,2689,Nyikamana B 2 h,84184.0625,Icy body,56,933.7644
Cuchaan,128.93,1,1,Cuchaan 1,85,Class I gas giant,1101.9634,false,true,1,0.0002,1102.0525424999998,1102.0525204589487,Cuchaan,M (Red dwarf) Star,9,0,0.4178,VI,3776,0.4178,false,2146,Cuchaan 1 g,1098.5012,Icy body,40,1096.6733
Wo 9203,135.92,1,1,Wo 9203 6,85,Class I gas giant,1684.2987,false,true,1,0.0045,1690.3794375,1690.3623223215493,Wo 9203,M (Red dwarf) Star,4,0,0.5274,V,6566,0.5274,false,3163,Wo 9203 6 h,1674.2577,Icy body,50,1815.4434
Kuwembe,168.07,2,1,Kuwembe B 4,85,Class I gas giant,64940.793,false,true,2,0.013,1268.5206105,1268.413415979253,Kuwembe B,M (Red dwarf) Star,4,63735.8398,0.473,Va,1296,0.473,false,3174,Kuwembe B 4 h,64935.4688,Icy body,76,679.7518
Col 285 Sector PV-I b24-2,159.59,3,1,Col 285 Sector PV-I b24-2 AB 2,85,Class I gas giant,1190.0156,true,false,2,0.0026,1163.1307545000002,1163.1268231114059,Col 285 Sector PV-I b24-2 A,M (Red dwarf) Star,7,0,0.5162,Va,2206,0.5162,false,2530,Col 285 Sector PV-I b24-2 AB 2 f,1201.2378,Icy body,0,1428.8833
Hyades Sector VT-R b4-3,230.63,4,2,Hyades Sector VT-R b4-3 BCD 2,85,Class I gas giant,15189.5137,true,false,2,0.0001,897.6600945,897.6600900116994,Hyades Sector VT-R b4-3 C,M (Red dwarf) Star,9,14440.7246,0.3732,VI,776,0.4895,false,2061,Hyades Sector VT-R b4-3 BCD 2 g,15195.5947,Icy body,57,1054.0284
LP 149-14,54.57,4,1,LP 149-14 A 3,85,Class I gas giant,3326.0933,false,true,2,0.0142,3319.3313595,3318.996687640676,LP 149-14 A,M (Red dwarf) Star,2,0,0.5884,V,3462,0.5884,false,3464,LP 149-14 A 3 h,3332.5166,Icy body,45,3325.1357
Arietis Sector IM-V b2-2,195.85,2,2,Arietis Sector IM-V b2-2 A 1,85,Class I gas giant,1973.5531,false,true,2,0.0003,1973.7144764999998,1973.7143876828463,Arietis Sector IM-V b2-2 A,M (Red dwarf) Star,3,0,0.572,Va,3686,0.572,false,3399,Arietis Sector IM-V b2-2 A 1 g,1989.3467,Icy body,56,1416.3112
R CrA Sector LD-J b9-1,518.26,1,1,R CrA Sector LD-J b9-1 2,85,Class I gas giant,3724.9944,false,true,1,0.0044,3730.860783,3730.8246680928237,R CrA Sector LD-J b9-1,M (Red dwarf) Star,5,0,0.4772,Va,11526,0.4772,false,2944,R CrA Sector LD-J b9-1 2 h,3722.0576,Icy body,32,1557.0242
Synuefe LW-K b28-3,516.71,1,1,Synuefe LW-K b28-3 3,85,Class I gas giant,1432.0419,false,false,0,0.0007,1432.9926585,1432.9923074167557,Synuefe LW-K b28-3,M (Red dwarf) Star,4,0,0.5865,,1780,0.5865,false,3123,Synuefe LW-K b28-3 3 h,1430.5883,Icy body,56,1148.9827
Wredguia DI-S b31-3,490.87,1,1,Wredguia DI-S b31-3 2,85,Class I gas giant,760.9208,false,true,1,0.0001,760.982625,760.9826211950867,Wredguia DI-S b31-3,M (Red dwarf) Star,6,0,0.4352,Va,4478,0.4352,false,2762,Wredguia DI-S b31-3 2 g,750.4435,Icy body,58,1467.6702
Col 285 Sector HJ-T b19-0,190.98,2,2,Col 285 Sector HJ-T b19-0 AB 1,85,Class I gas giant,1169.6632,true,false,2,0.0001,1610.78814,1610.7881319460591,Col 285 Sector HJ-T b19-0 B,M (Red dwarf) Star,5,965.4235,0.4503,Va,3122,0.5398,false,2816,Col 285 Sector HJ-T b19-0 AB 1 h,1183,Icy body,52,1650.8625
LHS 480,84.92,3,1,LHS 480 AB 3,85,Class I gas giant,1302.5018,true,false,2,0.0009,1365.477282,1365.4767289815888,LHS 480 A,M (Red dwarf) Star,5,0,0.4844,V,8846,0.4844,false,2837,LHS 480 AB 3 h,1315.3254,Icy body,49,1616.7366
Synuefe AY-G b44-0,761.14,3,2,Synuefe AY-G b44-0 A 8,85,Class I gas giant,1297.7576,false,true,2,0.0001,1297.612602,1297.612595511937,Synuefe AY-G b44-0 A,M (Red dwarf) Star,3,0,0.5708,Va,372,0.5708,false,3354,Synuefe AY-G b44-0 A 8 h,1299.611,Icy body,174,829.1355
Gliese 900.1,122.37,3,2,Gliese 900.1 A 14,85,Class I gas giant,3672.2849,false,true,2,0.0011,3673.974213,3673.9719902449287,Gliese 900.1 C,M (Red dwarf) Star,9,41773.5039,0.4313,Va,1176,0.5651,false,2352,Gliese 900.1 A 14 h,3675.4724,Icy body,76,555.9783
Synuefe CF-P c22-17,629.15,3,1,Synuefe CF-P c22-17 A 5,85,Class I gas giant,2083,false,false,0,0.003,2089.5335370000003,2089.524134077927,Synuefe CF-P c22-17 B,M (Red dwarf) Star,9,72284,0.41,,3328,0.41,false,2153,Synuefe CF-P c22-17 A 5 h,2104,Icy body,95,829.8471
Wregoe LD-H c24-6,815.93,2,2,Wregoe LD-H c24-6 A 2,85,Class I gas giant,1509,false,false,0,0.0002,1509.3404235,1509.3403933131913,Wregoe LD-H c24-6 A,M (Red dwarf) Star,1,0,0.6765,,11680,0.6765,false,3652,Wregoe LD-H c24-6 A 2 g a,1513,Icy body,161,605.2902
Wregoe WU-P c21-0,909.85,1,1,Wregoe WU-P c21-0 4,85,Class I gas giant,1477,false,false,0,0.007,1468.4220134999998,1468.3860367199482,Wregoe WU-P c21-0,M (Red dwarf) Star,3,0,0.6385,,6576,0.6385,false,3377,Wregoe WU-P c21-0 4 h,1489,Icy body,100,1182.3196
Swoilz VF-L b8,695.01,1,1,Swoilz VF-L b8 4,85,Class I gas giant,1012,false,false,0,0,1012.481145,1012.481145,Swoilz VF-L b8,M (Red dwarf) Star,5,0,0.4579,,5462,0.4579,false,2880,Swoilz VF-L b8 4 g,1002,Icy body,54,1375.8271
Synuefai PR-D b32-1,472.16,1,1,Synuefai PR-D b32-1 8,85,Class I gas giant,1261.5299,false,true,1,0.0004,1261.6343415000001,1261.6342405692487,Synuefai PR-D b32-1,M (Red dwarf) Star,5,0,0.4427,Va,9042,0.4427,false,2858,Synuefai PR-D b32-1 8 f a,1265.6829,Icy body,48,686.1472
Praea Euq VU-X d1-13,723.64,3,2,Praea Euq VU-X d1-13 C 1,85,Class I gas giant,470761.125,false,false,0,0.0013,1690.429338,1690.4279095866057,Praea Euq VU-X d1-13 C,M (Red dwarf) Star,6,471422.3438,0.5056,Va,2892,0.5056,false,2728,Praea Euq VU-X d1-13 C 1 f,470759.25,Icy body,50,1914.5309
Praea Euq LE-V b30-4,984.62,2,2,Praea Euq LE-V b30-4 A 14,85,Class I gas giant,1865.6687,false,false,0,0.0003,1866.1289985,1866.128914524193,Praea Euq LE-V b30-4 A,M (Red dwarf) Star,2,0,0.5922,,266,0.5922,false,3589,Praea Euq LE-V b30-4 A 14 g,1873,Icy body,110,1102.4371
Col 285 Sector MI-O b8-2,241.65,2,2,Col 285 Sector MI-O b8-2 AB 1,85,Class I gas giant,976.4469,true,false,0,0,904.9455674999999,904.9455674999999,Col 285 Sector MI-O b8-2 B,M (Red dwarf) Star,9,185.7198,0.4055,Va,2220,0.5289,false,2281,Col 285 Sector MI-O b8-2 AB 1 g,984.5416,Icy body,100,1055.6121
