System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Tascheter Sector IS-K a8-2,43.30,true,1,1,Tascheter Sector IS-K a8-2,883,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector IS-K a8-2,T (Brown dwarf) Star,9,0,0.1521,V,2606,883,0.1521,Tascheter Sector IS-K a8-2 7,1612,Icy body,20,3929.7932,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector SE-Q a5-1,69.53,true,1,1,Tascheter Sector SE-Q a5-1,882,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector SE-Q a5-1,T (Brown dwarf) Star,9,0,0.1417,V,412,882,0.1417,Tascheter Sector SE-Q a5-1 6,3981,Icy body,20,5913.0483,-T (Brown dwarf) Star-,0,false,,,false
Baiawa,71.25,true,2,2,Baiawa B,882,T (Brown dwarf) Star,151596,false,false,1,0.4069,91873.10796299999,83923.57681079587,Baiawa B,T (Brown dwarf) Star,9,151596,0.1865,V,1680,882,0.4665,Baiawa B 6,149622,Icy body,20,5906.936,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2901,Va,false
Crucis Sector RI-T a3-2,80.13,true,1,1,Crucis Sector RI-T a3-2,881,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector RI-T a3-2,T (Brown dwarf) Star,9,0,0.1356,V,3206,881,0.1356,Crucis Sector RI-T a3-2 5,1767,Icy body,20,4686.4009,-T (Brown dwarf) Star-,0,false,,,false
San Zaihe,91.92,true,1,1,San Zaihe,881,T (Brown dwarf) Star,0,false,false,0,,0,0,San Zaihe,T (Brown dwarf) Star,9,0,0.1457,V,596,881,0.1457,San Zaihe 7,516,Icy body,20,10300.7607,-T (Brown dwarf) Star-,1,false,,,false
Ekonir,74.24,true,2,2,Ekonir B,881,T (Brown dwarf) Star,82407,false,false,1,0.1092,63578.526453,63198.314059814904,Ekonir B,T (Brown dwarf) Star,9,82407,0.1853,V,11078,881,0.4627,Ekonir B 7,82768,Icy body,20,7032.8291,-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,3035,Va,false
Alrai Sector TI-T a3-3,65.45,true,1,1,Alrai Sector TI-T a3-3,879,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector TI-T a3-3,T (Brown dwarf) Star,9,0,0.1555,V,356,879,0.1555,Alrai Sector TI-T a3-3 4 a,1127,Icy body,20,1272.0918,-T (Brown dwarf) Star-,0,false,,,false
Koa Entraha,58.01,true,2,2,Koa Entraha,878,T (Brown dwarf) Star,0,false,false,0,,0,0,Koa Entraha,T (Brown dwarf) Star,9,0,0.1599,V,13026,878,0.1599,Koa Entraha 7,4621,Icy body,20,1302.3727,-T (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Walmir,94.41,true,2,2,Walmir B,877,T (Brown dwarf) Star,105785,false,false,1,0.07,88667.25034049999,88449.74881060129,Walmir B,T (Brown dwarf) Star,9,105785,0.1428,V,3350,877,0.3644,Walmir B 6,104870,Icy body,20,5720.8525,-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2043,VI,false
Shokondii,85.26,true,1,1,Shokondii,873,T (Brown dwarf) Star,0,false,false,0,,0,0,Shokondii,T (Brown dwarf) Star,9,0,0.1431,V,12936,873,0.1431,Shokondii 4,108,Icy body,27,2030.3109,-T (Brown dwarf) Star-,1,false,,,false
Piscium Sector NY-Q a5-0,70.58,true,1,1,Piscium Sector NY-Q a5-0,872,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector NY-Q a5-0,T (Brown dwarf) Star,9,0,0.1414,V,2212,872,0.1414,Piscium Sector NY-Q a5-0 6,2343,Icy body,20,3476.0088,-T (Brown dwarf) Star-,0,false,,,false
StHA 181,74.13,true,3,3,StHA 181 B,871,T (Brown dwarf) Star,6098,false,false,2,0.0328,4706.415558,4703.8832016571905,StHA 181 B,T (Brown dwarf) Star,9,6098,0.1564,V,11628,871,0.3909,StHA 181 B 5,6440,Icy body,31,2939.6582,-T (Brown dwarf) Star-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2169,V,false
Col 285 Sector UW-L a37-0,68.33,true,1,1,Col 285 Sector UW-L a37-0,870,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector UW-L a37-0,T (Brown dwarf) Star,9,0,0.1274,V,10260,870,0.1274,Col 285 Sector UW-L a37-0 6,1793,Icy body,20,4339.1362,-T (Brown dwarf) Star-,0,false,,,false
LHS 246,40.82,true,4,4,LHS 246 D,870,T (Brown dwarf) Star,118263,false,false,2,0.0752,13477.9753485,13439.812073436815,LHS 246 D,T (Brown dwarf) Star,9,118263,0.174,V,8954,870,0.482,LHS 246 D 6,117797,Icy body,21,4132.9219,-T (Brown dwarf) Star-L (Brown dwarf) Star-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2823,V,false
Crucis Sector TD-T a3-4,81.60,true,1,1,Crucis Sector TD-T a3-4,869,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector TD-T a3-4,T (Brown dwarf) Star,9,0,0.1665,V,12754,869,0.1665,Crucis Sector TD-T a3-4 7,4017,Icy body,20,5625.021,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector ZH-K a38-3,64.74,true,1,1,Col 285 Sector ZH-K a38-3,869,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector ZH-K a38-3,T (Brown dwarf) Star,9,0,0.1473,V,10302,869,0.1473,Col 285 Sector ZH-K a38-3 6,872,Icy body,20,3221.5078,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector DL-P a5-1,75.54,true,1,1,Puppis Sector DL-P a5-1,868,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector DL-P a5-1,T (Brown dwarf) Star,9,0,0.1708,V,9252,868,0.1708,Puppis Sector DL-P a5-1 5 a,1383,Icy body,20,2313.793,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector LS-T a3-5,76.99,true,1,1,Tascheter Sector LS-T a3-5,868,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector LS-T a3-5,T (Brown dwarf) Star,9,0,0.1622,V,4490,868,0.1622,Tascheter Sector LS-T a3-5 6,4236,Icy body,20,4196.4746,-T (Brown dwarf) Star-,0,false,,,false
BD+16 2722,98.85,true,1,1,BD+16 2722 3,865,Class IV gas giant,5071,false,true,2,0.1041,0.1497015,0.14888814710379514,BD+16 2722,K (Yellow-Orange) Star,0,0,0.772,V,11654,4619,0.772,BD+16 2722 3 e a,5062,Rocky body,108,472.9432,-K (Yellow-Orange) Star-,1,false,,,false
Ch'i Lingo,91.89,true,2,2,Ch'i Lingo B,864,T (Brown dwarf) Star,2789,false,false,1,0.2367,1854.3524805,1801.6569491810335,Ch'i Lingo B,T (Brown dwarf) Star,9,2789,0.1582,V,12868,864,0.2747,Ch'i Lingo B 5,2805,Icy body,94,4217.8242,-L (Brown dwarf) Star-T (Brown dwarf) Star-,1,false,,,false
LHS 1593,40.95,true,2,2,LHS 1593 B,864,T (Brown dwarf) Star,34231,false,false,1,0.1631,31139.209413,30722.241162996725,LHS 1593 B,T (Brown dwarf) Star,9,34231,0.1553,V,12682,864,0.372,LHS 1593 B 5,34480,Icy body,20,6117.561,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2100,V,false
Trianguli Sector SU-O a6-0,77.92,true,1,1,Trianguli Sector SU-O a6-0,861,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector SU-O a6-0,T (Brown dwarf) Star,9,0,0.1504,V,7696,861,0.1504,Trianguli Sector SU-O a6-0 5,2161,Icy body,20,9830.4307,-T (Brown dwarf) Star-,0,false,,,false
UGPS 0722-05,13.39,true,1,1,UGPS 0722-05,861,T (Brown dwarf) Star,0,false,false,0,,0,0,UGPS 0722-05,T (Brown dwarf) Star,9,0,0.1514,V,5730,861,0.1514,UGPS 0722-05 5,1204,Icy body,20,4634.4409,-T (Brown dwarf) Star-,0,false,,,false
Aongi,72.66,true,1,1,Aongi,859,T (Brown dwarf) Star,0,false,false,0,,0,0,Aongi,T (Brown dwarf) Star,9,0,0.1387,V,3098,859,0.1387,Aongi 7,3124,Icy body,20,7777.5542,-T (Brown dwarf) Star-,1,false,,,false
Piscium Sector KY-Q a5-3,90.12,true,1,1,Piscium Sector KY-Q a5-3,858,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector KY-Q a5-3,T (Brown dwarf) Star,9,0,0.1611,V,4450,858,0.1611,Piscium Sector KY-Q a5-3 6,1970,Icy body,20,8107.9053,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector CR-M a7-2,45.64,true,1,1,Tascheter Sector CR-M a7-2,858,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector CR-M a7-2,T (Brown dwarf) Star,9,0,0.1565,V,1134,858,0.1565,Tascheter Sector CR-M a7-2 6 a,1643,Icy body,20,1893.3451,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector JN-S a4-4,96.98,true,1,1,Trianguli Sector JN-S a4-4,857,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector JN-S a4-4,T (Brown dwarf) Star,9,0,0.1639,V,10492,857,0.1639,Trianguli Sector JN-S a4-4 6,2450,Icy body,20,3901.375,-T (Brown dwarf) Star-,0,false,,,false
Sun Pin,98.96,true,2,2,Sun Pin 2,854,Class IV gas giant,4357,false,true,1,0.0217,4453.569724499999,4452.521030306775,Sun Pin 1,Y (Brown dwarf) Star,9,3326,0.0588,V,6682,372,1.0044,Sun Pin 2 f a,4339,Rocky body,254,762.9771,-F (White) Star-Y (Brown dwarf) Star-,1,false,,,false
Puppis Sector LC-M a7-2,86.64,true,1,1,Puppis Sector LC-M a7-2,853,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector LC-M a7-2,T (Brown dwarf) Star,9,0,0.1623,V,7630,853,0.1623,Puppis Sector LC-M a7-2 6,3511,Icy body,20,1710.6766,-T (Brown dwarf) Star-,0,false,,,false
Nox,76.84,false,5,5,Nox ABCD 7,850,Class IV gas giant,3807,true,false,2,0.1457,3.193632,3.1595521714847736,Nox ABCD 6,T (Brown dwarf) Star,9,2913,0.1772,V,12910,1018,0.9717,Nox ABCD 7 h,3800,Rocky body,154,1032.6436,-K (Yellow-Orange) Star-L (Brown dwarf) Star-G (White-Yellow) Star-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2262,Va,false
Caceras,53.55,true,2,2,Caceras,848,T (Brown dwarf) Star,0,false,false,0,,0,0,Caceras,T (Brown dwarf) Star,9,0,0.1488,V,6392,848,0.1488,Caceras 6,1821,Icy body,20,2941.3506,-T (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Lalande 30699,81.59,false,1,1,Lalande 30699 1,848,Class IV gas giant,1701,false,true,1,0.0049,1704.501279,1704.4808163393177,Lalande 30699,K (Yellow-Orange) Star,0,0,0.8975,V,12830,5215,0.8975,Lalande 30699 1 h,1692,Rocky body,151,808.2061,-K (Yellow-Orange) Star-,1,false,,,false
Scorpii Sector GB-X a1-4,95.57,true,1,1,Scorpii Sector GB-X a1-4,847,T (Brown dwarf) Star,0,false,false,0,,0,0,Scorpii Sector GB-X a1-4,T (Brown dwarf) Star,9,0,0.1487,V,10756,847,0.1487,Scorpii Sector GB-X a1-4 7,942,Icy body,20,2834.7964,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector ZF-N a7-1,99.24,true,1,1,Trianguli Sector ZF-N a7-1,846,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector ZF-N a7-1,T (Brown dwarf) Star,9,0,0.1418,V,10284,846,0.1418,Trianguli Sector ZF-N a7-1 7,803,Icy body,20,1276.155,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector FQ-P a5-3,74.25,true,1,1,Alrai Sector FQ-P a5-3,842,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector FQ-P a5-3,T (Brown dwarf) Star,9,0,0.1643,V,338,842,0.1643,Alrai Sector FQ-P a5-3 6,3016,Icy body,20,2377.9121,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector BQ-P a5-1,69.71,true,2,2,Puppis Sector BQ-P a5-1 B,841,T (Brown dwarf) Star,168386,false,false,1,0.2751,105961.8654315,101873.39230881342,Puppis Sector BQ-P a5-1 B,T (Brown dwarf) Star,9,168386,0.1481,V,7034,841,0.3174,Puppis Sector BQ-P a5-1 B 6,169109,Icy body,20,1813.1075,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector GH-U a3-1,88.14,true,1,1,Piscium Sector GH-U a3-1,841,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector GH-U a3-1,T (Brown dwarf) Star,9,0,0.1415,V,5136,841,0.1415,Piscium Sector GH-U a3-1 7,2313,Icy body,20,7796.7129,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector LT-Q a5-0,81.78,true,1,1,Trianguli Sector LT-Q a5-0,841,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector LT-Q a5-0,T (Brown dwarf) Star,9,0,0.1536,V,9870,841,0.1536,Trianguli Sector LT-Q a5-0 6,3828,Icy body,20,4668.6777,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector CL-P a5-5,68.34,true,1,1,Puppis Sector CL-P a5-5,838,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector CL-P a5-5,T (Brown dwarf) Star,9,0,0.1491,V,11158,838,0.1491,Puppis Sector CL-P a5-5 7,698,Icy body,20,8123.5005,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector NV-E a41-1,96.32,true,1,1,Col 285 Sector NV-E a41-1,837,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector NV-E a41-1,T (Brown dwarf) Star,9,0,0.1584,V,924,837,0.1584,Col 285 Sector NV-E a41-1 4 a,979,Icy body,20,2321.5398,-T (Brown dwarf) Star-,0,false,,,false
Crucis Sector ZP-P a5-0,74.08,true,1,1,Crucis Sector ZP-P a5-0,836,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector ZP-P a5-0,T (Brown dwarf) Star,9,0,0.1373,V,12674,836,0.1373,Crucis Sector ZP-P a5-0 7,431,Icy body,20,1319.0042,-T (Brown dwarf) Star-,0,false,,,false
Scorpii Sector ZO-A a1,86.76,true,1,1,Scorpii Sector ZO-A a1,836,T (Brown dwarf) Star,0,false,false,0,,0,0,Scorpii Sector ZO-A a1,T (Brown dwarf) Star,9,0,0.1479,V,308,836,0.1479,Scorpii Sector ZO-A a1 5 a,1273,Icy body,20,1442.1606,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector JJ-I a39-1,94.34,true,1,1,Col 285 Sector JJ-I a39-1,836,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector JJ-I a39-1,T (Brown dwarf) Star,9,0,0.1678,V,436,836,0.1678,Col 285 Sector JJ-I a39-1 6,2513,Icy body,20,9860.7656,-T (Brown dwarf) Star-,0,false,,,false
Crucis Sector EQ-Y b8,98.75,true,3,3,Crucis Sector EQ-Y b8 C,835,T (Brown dwarf) Star,44893,false,false,1,0.0397,37815.097905,37785.28615503917,Crucis Sector EQ-Y b8 C,T (Brown dwarf) Star,9,44893,0.1438,V,1382,835,0.3953,Crucis Sector EQ-Y b8 C 7,43206,Icy body,20,7239.4194,-M (Red dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,true,2317,Va,false
Largarayu,87.77,false,1,1,Largarayu 8,835,Class IV gas giant,2015,false,true,2,0.058,28.543086,28.495036085327683,Largarayu,K (Yellow-Orange) Star,0,0,0.7126,Va,690,3995,0.7126,Largarayu 8 h,2018,Rocky body,177,1219.9642,-K (Yellow-Orange) Star-,1,false,,,false
Alrai Sector PN-K a8-1,95.12,true,1,1,Alrai Sector PN-K a8-1,834,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector PN-K a8-1,T (Brown dwarf) Star,9,0,0.1587,V,6202,834,0.1587,Alrai Sector PN-K a8-1 6,1403,Icy body,20,6714.4678,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector AB-N a7-0,95.29,true,1,1,Trianguli Sector AB-N a7-0,834,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector AB-N a7-0,T (Brown dwarf) Star,9,0,0.1771,V,11994,834,0.1771,Trianguli Sector AB-N a7-0 6,2531,Icy body,20,1879.0935,-T (Brown dwarf) Star-,0,false,,,false
Tyn,50.18,true,1,1,Tyn,832,T (Brown dwarf) Star,0,false,false,0,,0,0,Tyn,T (Brown dwarf) Star,9,0,0.1432,V,400,832,0.1432,Tyn 7,2196,Icy body,20,4271.7598,-T (Brown dwarf) Star-,0,false,,,false
LTT 9299,89.96,false,3,3,LTT 9299 ABC 2,822,Class IV gas giant,2665,true,false,1,0.0014,3037.5931365,3037.5901596572676,LTT 9299 B,M (Red dwarf) Star,9,814,0.4205,Va,7040,2386,0.6691,LTT 9299 ABC 2 h,2654,Icy body,147,4063.8652,-M (Red dwarf) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2088,VI,false
Piscium Sector YL-L a8-1,92.43,true,1,1,Piscium Sector YL-L a8-1,821,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector YL-L a8-1,T (Brown dwarf) Star,9,0,0.1655,V,1616,821,0.1655,Piscium Sector YL-L a8-1 6,4518,Icy body,20,7043.8306,-T (Brown dwarf) Star-,0,false,,,false
Walpi,66.57,true,3,3,Walpi C,821,T (Brown dwarf) Star,20245,false,false,1,0.1263,14678.7809805,14561.234648486841,Walpi C,T (Brown dwarf) Star,9,20245,0.1621,V,9506,821,0.2695,Walpi C 7,20864,Icy body,20,4796.4414,-L (Brown dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-,1,false,,,false
Col 285 Sector CE-R a34-0,92.04,true,1,1,Col 285 Sector CE-R a34-0,820,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector CE-R a34-0,T (Brown dwarf) Star,9,0,0.1347,V,310,820,0.1347,Col 285 Sector CE-R a34-0 4,1303,Icy body,20,11154.7617,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector JJ-I a39-2,94.28,true,1,1,Col 285 Sector JJ-I a39-2,820,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector JJ-I a39-2,T (Brown dwarf) Star,9,0,0.1235,V,1762,820,0.1235,Col 285 Sector JJ-I a39-2 6,1726,Icy body,20,9845.4326,-T (Brown dwarf) Star-,0,false,,,false
Caribri,52.78,true,2,2,Caribri B,819,T (Brown dwarf) Star,29355,false,false,1,0.1395,26863.3852695,26600.71699705226,Caribri B,T (Brown dwarf) Star,9,29355,0.1459,V,6262,819,0.4202,Caribri B 4 a,29482,Icy body,20,806.9648,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2677,Va,false
Puppis Sector XE-R a4-0,60.23,true,1,1,Puppis Sector XE-R a4-0,818,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector XE-R a4-0,T (Brown dwarf) Star,9,0,0.1424,V,1434,818,0.1424,Puppis Sector XE-R a4-0 5,1872,Icy body,20,10595.4893,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector EB-O a6-4,31.60,true,1,1,Core Sys Sector EB-O a6-4,818,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector EB-O a6-4,T (Brown dwarf) Star,9,0,0.1342,V,328,818,0.1342,Core Sys Sector EB-O a6-4 7,3420,Icy body,20,8827.2656,-T (Brown dwarf) Star-,0,false,,,false
Sin,35.90,true,1,1,Sin,818,T (Brown dwarf) Star,0,false,false,0,,0,0,Sin,T (Brown dwarf) Star,9,0,0.1414,V,7488,818,0.1414,Sin 5,2375,Icy body,20,9611.9609,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector FB-O a6-3,82.93,true,1,1,Alrai Sector FB-O a6-3,816,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector FB-O a6-3,T (Brown dwarf) Star,9,0,0.1253,V,312,816,0.1253,Alrai Sector FB-O a6-3 5,2731,Icy body,20,3655.1704,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector LX-L a7-0,74.42,true,1,1,Puppis Sector LX-L a7-0,816,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector LX-L a7-0,T (Brown dwarf) Star,9,0,0.1414,V,9590,816,0.1414,Puppis Sector LX-L a7-0 6 a,2652,Icy body,20,1924.0432,-T (Brown dwarf) Star-,0,false,,,false
Alcor,81.71,false,3,3,Alcor AB 1,816,T (Brown dwarf) Star,3508,true,false,1,0.0165,3376.7668350000004,3376.3071413245552,Alcor AB 1,T (Brown dwarf) Star,9,3508,0.1324,V,574,816,1.6248,Alcor AB 1 h,3465,Rocky body,212,3071.4585,-T (Brown dwarf) Star-A (Blue-White) Star-M (Red dwarf) Star-,1,true,2395,V,false
Puppis Sector GB-X b1-5,96.71,true,2,2,Puppis Sector GB-X b1-5 B,813,T (Brown dwarf) Star,30911,false,false,1,0.1347,25802.051535,25566.902638995405,Puppis Sector GB-X b1-5 B,T (Brown dwarf) Star,9,30911,0.14,V,4016,813,0.398,Puppis Sector GB-X b1-5 B 6,32662,Icy body,20,4310.4438,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2497,Va,false
Piscium Sector QE-P a6-2,66.29,true,1,1,Piscium Sector QE-P a6-2,811,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector QE-P a6-2,T (Brown dwarf) Star,9,0,0.1277,V,614,811,0.1277,Piscium Sector QE-P a6-2 7,2238,Icy body,20,4275.1152,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector MB-M a37-6,99.92,true,2,2,Col 285 Sector MB-M a37-6 B,811,T (Brown dwarf) Star,125459,false,false,1,0.0991,87262.401564,86832.8505942986,Col 285 Sector MB-M a37-6 B,T (Brown dwarf) Star,9,125459,0.1591,V,3774,811,0.3055,Col 285 Sector MB-M a37-6 B 6,123305,Icy body,20,3324.094,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector CE-R a34-3,95.25,true,1,1,Col 285 Sector CE-R a34-3,810,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector CE-R a34-3,T (Brown dwarf) Star,9,0,0.148,V,528,810,0.148,Col 285 Sector CE-R a34-3 6,1902,Icy body,20,8803.3564,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector BX-J a9-4,75.21,true,1,1,Piscium Sector BX-J a9-4,809,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector BX-J a9-4,T (Brown dwarf) Star,9,0,0.1501,V,6140,809,0.1501,Piscium Sector BX-J a9-4 5 a,1229,Icy body,20,2445.1853,-T (Brown dwarf) Star-,0,false,,,false
Chih Zhua,86.11,true,4,4,Chih Zhua D,807,T (Brown dwarf) Star,100861,false,false,2,0.1216,637.5786885,632.8473354879789,Chih Zhua D,T (Brown dwarf) Star,9,100861,0.153,V,3856,807,0.5759,Chih Zhua D 7,100868,Icy body,91,1514.1359,-T (Brown dwarf) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2018,VI,false
Crucis Sector VJ-R a4-1,69.31,true,1,1,Crucis Sector VJ-R a4-1,807,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector VJ-R a4-1,T (Brown dwarf) Star,9,0,0.1317,V,9242,807,0.1317,Crucis Sector VJ-R a4-1 5 a,1641,Icy body,20,1297.8015,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector LQ-N a36-3,85.21,true,1,1,Col 285 Sector LQ-N a36-3,807,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector LQ-N a36-3,T (Brown dwarf) Star,9,0,0.121,V,12582,807,0.121,Col 285 Sector LQ-N a36-3 5,686,Icy body,20,5410.2847,-T (Brown dwarf) Star-,0,false,,,false
Kin Lang,63.00,true,1,1,Kin Lang,807,T (Brown dwarf) Star,0,false,false,0,,0,0,Kin Lang,T (Brown dwarf) Star,9,0,0.1632,V,506,807,0.1632,Kin Lang 7,3451,Icy body,20,8848.3945,-T (Brown dwarf) Star-,0,false,,,false
Crucis Sector FW-N a6-1,90.96,true,1,1,Crucis Sector FW-N a6-1,805,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector FW-N a6-1,T (Brown dwarf) Star,9,0,0.1522,Vz,218,805,0.1522,Crucis Sector FW-N a6-1 5,711,Icy body,20,4220.9248,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector DL-Y d116,91.52,false,2,2,Alrai Sector DL-Y d116 3,804,Class IV gas giant,757,false,true,2,0.0222,0.5489055,0.5487702220370381,Alrai Sector DL-Y d116 1,Y (Brown dwarf) Star,9,316,0.0795,V,8722,389,0.9721,Alrai Sector DL-Y d116 3 h,773,Rocky body,249,1460.8322,-G (White-Yellow) Star-Y (Brown dwarf) Star-,0,false,,,false
Col 285 Sector NE-R a34-1,51.45,true,1,1,Col 285 Sector NE-R a34-1,803,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector NE-R a34-1,T (Brown dwarf) Star,9,0,0.128,V,2616,803,0.128,Col 285 Sector NE-R a34-1 6,3962,Icy body,20,6849.3501,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector JJ-I a39-3,93.04,true,1,1,Col 285 Sector JJ-I a39-3,802,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector JJ-I a39-3,T (Brown dwarf) Star,9,0,0.1424,V,2076,802,0.1424,Col 285 Sector JJ-I a39-3 5 a,1747,Icy body,20,2795.9673,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector ZP-P a5-1,43.90,true,1,1,Core Sys Sector ZP-P a5-1,801,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector ZP-P a5-1,T (Brown dwarf) Star,9,0,0.1227,V,9654,801,0.1227,Core Sys Sector ZP-P a5-1 5 a,1916,Icy body,20,1983.6056,-T (Brown dwarf) Star-,0,false,,,false
Hyades Sector KZ-K a23-2,80.01,true,1,1,Hyades Sector KZ-K a23-2,800,T (Brown dwarf) Star,0,false,false,0,,0,0,Hyades Sector KZ-K a23-2,T (Brown dwarf) Star,9,0,0.1543,V,4478,800,0.1543,Hyades Sector KZ-K a23-2 6 a,2241,Icy body,20,4385.2876,-T (Brown dwarf) Star-,0,false,,,false
Scorpii Sector EV-Y a0,94.94,true,1,1,Scorpii Sector EV-Y a0,799,T (Brown dwarf) Star,0,false,false,0,,0,0,Scorpii Sector EV-Y a0,T (Brown dwarf) Star,9,0,0.1422,V,334,799,0.1422,Scorpii Sector EV-Y a0 4,1247,Icy body,20,5179.1392,-T (Brown dwarf) Star-,0,false,,,false
